"","load","honeycomb_mode","ipa_bound","bound","ipa_consistency","lease","condition","mix","read_lat_mean","read_lat_median","read_lat_p95","read_lat_p99","read_rate","incr_lat_mean","incr_lat_median","incr_rate","overall_latency_mean","read_strong_fraction"
"1397",128,"flat5","tolerance:0.05","error: 5%","strong","0ms","Uniform
(5ms)","default",7.6858924049,5.788644,16.89785,19.283751,5653.69672387,14.8698883641,15.789916,1419.04842498,9.12269159674,0
"1398",128,"normal","tolerance:0.01","error: 1%","strong","0ms",NA,"default",11.8052707897,11.202169,20.082008,40.51837,4940.01016556,42.7393714937,41.300928,1232.789912,17.9920909305,0
"1399",128,"slowpoke_flat","tolerance:0.01","error: 1%","strong","0ms",NA,"default",27.9449138948,11.063487,101.217838,101.521349,1549.3237645,189.996805632,165.652242,389.336371129,60.35529224224,0
"1400",128,"google","tolerance:0.01","error: 1%","strong","0ms",NA,"default",64.4157441463,2.458494,217.879576,441.44911,706.461852086,415.701494546,428.826247,179.611842799,134.67289422624,0
"1402",128,"flat5","tolerance:0.01","error: 1%","strong","0ms","Uniform
(5ms)","default",5.9584843219,5.801613,6.052765,6.254833,5515.91916243,15.9965650954,16.079708,1385.07807306,7.9661004766,0
"1403",128,"normal","tolerance:0","error: 0%","strong","0ms",NA,"default",11.112520716,10.752688,19.15365,23.769942,4250.83257094,64.098296239,68.041345,1060.82326984,21.7096758206,0
"1404",128,"slowpoke_flat","tolerance:0","error: 0%","strong","0ms",NA,"default",26.4662434767,11.119359,101.198148,101.435501,1545.7516802,213.573992243,179.210807,384.490359336,63.88779322996,0
"1405",128,"google","tolerance:0","error: 0%","strong","0ms",NA,"default",71.3212777235,2.574576,218.403674,436.525729,665.825273961,454.91479196,443.364964,169.320517795,148.0399805708,0
"1407",128,"flat5","tolerance:0","error: 0%","strong","0ms","Uniform
(5ms)","default",6.07339858729,5.817251,6.06421,15.975322,5684.96249288,23.855302139,26.591061,1419.9266598,9.629779297632,0
"1408",512,"normal","tolerance:0.1","error: 10%","strong","0ms","Normal","default",11.2408996653,11.009117,19.834036,27.379781,5873.61440192,32.8073457312,36.392211,1465.25894658,15.55418887848,0
"1409",512,"slowpoke_flat","tolerance:0.1","error: 10%","strong","0ms","Slow replica","default",19.8771384386,10.705367,100.981088,121.040138,5714.33843192,76.1462224132,32.424785,1424.62031757,31.13095523352,0
"1410",512,"google","tolerance:0.1","error: 10%","strong","0ms",NA,"default",47.6229485481,1.903673,167.177559,180.715373,4743.24534019,172.096399737,162.958581,1184.20876719,72.51763878588,0
"1412",512,"flat5","tolerance:0.1","error: 10%","strong","0ms",NA,"default",8.52421420293,5.757018,17.05367,28.531176,5820.73504703,14.6283860991,15.726604,1459.32256725,9.745048582164,0
"1413",512,"normal","tolerance:0.05","error: 5%","strong","0ms","Normal","default",10.9451339252,10.387984,19.050844,24.872883,5847.64713836,33.5431082013,36.504459,1458.40551111,15.46472878042,0
"1414",512,"slowpoke_flat","tolerance:0.05","error: 5%","strong","0ms","Slow replica","default",21.2481338761,10.746692,100.882161,101.109203,5562.28220664,80.4498766162,33.439869,1385.72537944,33.08848242412,0
"1415",512,"google","tolerance:0.05","error: 5%","strong","0ms",NA,"default",52.4819310962,1.897507,169.909164,252.849105,4592.54224932,187.489822198,169.296743,1146.84035017,79.48350931656,0
"1417",512,"flat5","tolerance:0.05","error: 5%","strong","0ms",NA,"default",6.21162214469,5.777055,6.03116,6.441523,5829.31119694,13.0087107279,15.720184,1461.58095506,7.571039861332,0
"1418",512,"normal","tolerance:0.01","error: 1%","strong","0ms","Normal","default",11.1498103592,11.086939,19.558043,22.872175,5768.67788115,41.7287083499,40.649389,1442.56516668,17.26558995734,0
"1419",512,"slowpoke_flat","tolerance:0.01","error: 1%","strong","0ms","Slow replica","default",23.5631896035,10.740162,100.944807,101.223839,5331.99500627,122.593364897,127.590944,1332.9359308,43.3692246622,0
"1420",512,"google","tolerance:0.01","error: 1%","strong","0ms",NA,"default",71.0096084339,30.572373,171.506961,445.337096,2918.5448576,351.577943591,395.392728,721.056165684,127.12327546532,0
"1422",512,"flat5","tolerance:0.01","error: 1%","strong","0ms",NA,"default",9.62245956368,5.766166,16.534543,26.386836,5539.11893247,19.1852679757,15.800477,1375.73764067,11.535021246084,0
"1423",512,"normal","tolerance:0","error: 0%","strong","0ms","Normal","default",11.13554741,10.846597,19.555915,25.295905,5640.04945416,63.9894782257,67.896604,1403.30372185,21.70633357314,0
"1424",512,"slowpoke_flat","tolerance:0","error: 0%","strong","0ms","Slow replica","default",29.5759300094,10.806295,100.967099,188.789366,5100.57683833,208.03814402,172.255003,1278.37930196,65.26837281152,0
"1425",512,"google","tolerance:0","error: 0%","strong","0ms",NA,"default",81.4852316865,60.311694,171.855386,392.956727,2470.75679965,446.835852485,441.316241,612.843655402,154.5553558462,0
"1427",512,"flat5","tolerance:0","error: 0%","strong","0ms",NA,"default",6.22066055722,5.795401,6.1092,16.082039,5749.97993597,23.125796836,26.011705,1434.74965801,9.601687812976,0
"1428",2048,"normal","tolerance:0.1","error: 10%","strong","0ms",NA,"default",11.5893506024,10.990831,19.617392,24.418895,5754.99922758,32.3286728546,36.094317,1445.96609794,15.73721505284,0
"1429",2048,"slowpoke_flat","tolerance:0.1","error: 10%","strong","0ms",NA,"default",30.7607484657,10.750947,101.016025,211.339601,5613.55816572,90.4137309266,52.136003,1407.84783997,42.69134495788,0
"1430",2048,"google","tolerance:0.1","error: 10%","strong","0ms",NA,"default",71.7876674466,1.874093,223.446177,727.232041,5238.58791078,198.637358452,160.926481,1301.32977442,97.15760564768,0
"1432",2048,"flat5","tolerance:0.1","error: 10%","strong","0ms",NA,"default",9.08076269181,5.810994,16.159473,155.44899,5830.11042492,14.1090087773,15.766244,1453.80913962,10.086411908908,0
"1433",2048,"normal","tolerance:0.05","error: 5%","strong","0ms",NA,"default",11.3660446239,10.879277,19.760006,24.725165,5802.16677067,32.389405831,36.240886,1443.27566761,15.57071686532,0
"1434",2048,"google","tolerance:0.05","error: 5%","strong","0ms",NA,"default",78.9625556137,2.052985,318.234603,669.627504,5122.90773651,215.735682271,169.003128,1275.0082017,106.31718094516,0
"1435",2048,"normal","tolerance:0.01","error: 1%","strong","0ms",NA,"default",11.4391222392,11.032353,19.590256,23.973079,5791.42196879,41.1453924782,40.522388,1437.39130125,17.380376287,0
"1436",2048,"google","tolerance:0.01","error: 1%","strong","0ms",NA,"default",346.254088551,319.450645,751.537496,916.8454,3380.8161723,702.22688453,642.407555,850.836210865,417.4486477468,0
"1438",2048,"flat5","tolerance:0.01","error: 1%","strong","0ms",NA,"default",5.93917948345,5.785375,6.02562,6.26316,5867.20095088,15.7522783656,15.880822,1467.23114745,7.90179925988,0
"1439",2048,"normal","tolerance:0","error: 0%","strong","0ms",NA,"default",11.4355516397,11.186957,19.866812,25.184477,5685.87905288,63.7855341308,68.105405,1431.24083309,21.90554813792,0
"1440",2048,"slowpoke_flat","tolerance:0","error: 0%","strong","0ms",NA,"default",63.1211392866,11.002697,273.047109,353.466077,5538.82226656,227.943034096,218.999558,1381.62849251,96.08551824848,0
"1441",2048,"google","tolerance:0","error: 0%","strong","0ms",NA,"default",412.198170842,407.261591,850.138734,1061.215694,3103.49201557,746.102234621,735.388795,775.50251972,478.9789835978,0
"1443",2048,"flat5","tolerance:0","error: 0%","strong","0ms",NA,"default",7.67709835225,5.791591,15.976611,17.584193,5779.87523337,24.7275498178,26.132079,1444.11503581,11.08718864536,0
"1444",4096,"normal","tolerance:0.1","error: 10%","strong","0ms","Normal (high load)","default",11.341198488,10.845813,19.93837,35.490318,5822.12693527,33.7620216881,37.696169,1449.26206788,15.82536312802,0
"1445",4096,"google","tolerance:0.1","error: 10%","strong","0ms",NA,"default",734.113713159,641.207317,1564.413163,2271.714452,3489.88924849,1007.94592363,863.87791,868.870268147,788.8801552532,0
"1446",4096,"flat5","tolerance:0.1","error: 10%","strong","0ms","High load","default",6.90754844012,5.804082,16.012346,19.659849,5679.67135497,14.0202275753,15.99461,1425.68360413,8.330084267156,0
"1447",4096,"normal","tolerance:0.05","error: 5%","strong","0ms","Normal (high load)","default",11.3375957536,10.907435,19.305181,23.924843,5824.99999733,33.1406805992,36.957711,1448.17391401,15.69821272272,0
"1449",4096,"flat5","tolerance:0.05","error: 5%","strong","0ms","High load","default",6.96410916056,5.767553,6.205294,16.353913,5687.61107939,14.3637074688,15.986642,1420.571052,8.444028822208,0
"1450",4096,"slowpoke_flat","tolerance:0.01","error: 1%","strong","0ms",NA,"default",27.2311480487,10.740443,100.968166,210.871262,5491.36771148,123.447253956,125.624406,1382.28789272,46.47436923016,0
"1452",4096,"flat5","tolerance:0.01","error: 1%","strong","0ms","High load","default",6.02106541231,5.744655,6.044614,15.95069,5608.53118573,16.6852569736,16.228135,1400.31748534,8.153903724568,0
"1453",4096,"google","tolerance:0.01","error: 1%","strong","200ms",NA,"default",1005.74630801,977.074113,2255.380362,2706.0386,2504.7952715,1725.72054917,1648.255878,626.505678128,1149.741156242,0
"1454",4096,"normal","tolerance:0","error: 0%","strong","0ms","Normal (high load)","default",11.232786933,10.925992,19.272764,25.502837,5593.55359327,65.3663225225,69.303232,1397.77028697,22.0594940509,0
"1455",4096,"flat5","tolerance:0","error: 0%","strong","0ms","High load","default",6.08631297634,5.808349,6.036042,15.663108,5605.73981763,23.6497356021,26.369249,1401.04435518,9.598997501492,0
"1456",128,"normal","tolerance:0.1","error: 10%","strong","0ms",NA,"read_heavy",11.2450772281,10.89848,19.251752,26.882914,6786.9908864,50.0989494467,47.578631,69.0941393813,11.633615950286,0
"1457",128,"slowpoke_flat","tolerance:0.1","error: 10%","strong","0ms",NA,"read_heavy",19.9391544201,10.787151,101.018772,202.158913,5128.49943586,166.136768288,154.518007,52.9901210837,21.401130558779,0
"1458",128,"google","tolerance:0.1","error: 10%","strong","0ms",NA,"read_heavy",56.0648126368,2.23031,171.374788,463.311234,2015.56485287,416.725302747,431.255261,19.6785763894,59.671417537902,0
"1460",128,"flat5","tolerance:0.1","error: 10%","strong","0ms","Uniform
(5ms)","read_heavy",6.33945312223,5.780766,6.024535,16.044476,6810.82247085,19.7559262013,16.24322,71.0580449036,6.4736178530207,0
"1461",128,"normal","tolerance:0.1","error: 10%","strong","200ms",NA,"read_heavy",10.6449540113,10.492934,19.352974,25.465581,7070.40851001,134.562984032,72.509859,70.5587963068,11.884134311507,0
"1462",128,"slowpoke_flat","tolerance:0.1","error: 10%","strong","200ms",NA,"read_heavy",16.9424622086,10.31871,100.343246,101.196057,5926.91238084,266.385108836,332.898146,58.2036814493,19.436888674874,0
"1463",128,"google","tolerance:0.1","error: 10%","strong","200ms",NA,"read_heavy",56.6115343597,1.926339,170.653989,388.184631,2073.97306368,599.413969574,645.659942,20.8370439377,62.039558711843,0
"1464",128,"flat5","tolerance:0.1","error: 10%","strong","200ms","Uniform
(5ms)","read_heavy",5.43851699867,5.311805,6.079493,6.218101,6920.14364434,118.772482756,38.541226,69.2022218238,6.5718566562433,0
"1465",128,"slowpoke_flat","tolerance:0.05","error: 5%","strong","0ms",NA,"read_heavy",23.5167874688,10.811103,101.089536,211.175018,4458.99345581,182.107402041,160.446276,43.756383853,25.102693614522,0
"1466",128,"google","tolerance:0.05","error: 5%","strong","0ms",NA,"read_heavy",59.8527159227,2.291188,174.702317,394.745569,1953.84624672,422.636218247,425.465008,20.3958798371,63.480550945943,0
"1468",128,"flat5","tolerance:0.05","error: 5%","strong","0ms","Uniform
(5ms)","read_heavy",8.00722958369,5.733185,16.875582,19.285014,6743.45415932,23.4709140973,26.131489,68.0417880279,8.1618664288261,0
"1469",128,"normal","tolerance:0.05","error: 5%","strong","200ms",NA,"read_heavy",10.5287821897,10.379318,18.516951,23.17802,6876.98743454,199.383879157,248.292703,69.377343216,12.417333159373,0
"1470",128,"slowpoke_flat","tolerance:0.05","error: 5%","strong","200ms",NA,"read_heavy",19.9865875383,10.345962,100.936607,120.961072,5225.87949355,361.972731528,363.678044,53.8149904122,23.406448978197,0
"1471",128,"google","tolerance:0.05","error: 5%","strong","200ms",NA,"read_heavy",51.6983842788,1.867151,170.297159,292.847698,2092.63120675,657.82192648,670.543005,20.7711067885,57.759619700812,0
"1472",128,"flat5","tolerance:0.05","error: 5%","strong","200ms","Uniform
(5ms)","read_heavy",5.49409618356,5.314476,6.090172,6.218741,6984.19283043,168.651820753,217.974124,69.3349299886,7.1256734292544,0
"1473",128,"normal","tolerance:0.01","error: 1%","strong","0ms",NA,"read_heavy",11.1042537992,10.806163,19.085287,23.727013,7154.67991974,62.0797560406,65.132223,70.4899720636,11.614008821614,0
"1474",128,"slowpoke_flat","tolerance:0.01","error: 1%","strong","0ms",NA,"read_heavy",23.5111626773,10.851565,101.040977,143.110456,4515.04432977,208.208321201,169.151801,45.8823814834,25.358134262537,0
"1475",128,"google","tolerance:0.01","error: 1%","strong","0ms",NA,"read_heavy",58.2146020135,2.290526,172.800775,396.298643,1883.91357048,440.693865942,440.781991,18.8520221324,62.039394652785,0
"1477",128,"flat5","tolerance:0.01","error: 1%","strong","0ms","Uniform
(5ms)","read_heavy",9.84233789558,5.734401,17.73328,20.078292,6535.41081221,26.3253559378,26.1822,65.2890457088,10.0071680760022,0
"1478",128,"normal","tolerance:0.01","error: 1%","strong","200ms",NA,"read_heavy",10.4404015048,10.309322,19.012365,24.997385,7240.33958673,252.353045443,257.237779,73.1431944728,12.859527944182,0
"1479",128,"slowpoke_flat","tolerance:0.01","error: 1%","strong","200ms",NA,"read_heavy",17.8753988031,10.348377,100.417055,101.334529,5309.02408001,405.086417255,369.90803,53.2405502698,21.747508987619,0
"1480",128,"google","tolerance:0.01","error: 1%","strong","200ms",NA,"read_heavy",54.1028110215,1.928949,170.294597,392.716636,1978.00798531,657.044799837,669.624822,20.4254111933,60.132230909655,0
"1482",128,"flat5","tolerance:0.01","error: 1%","strong","200ms","Uniform
(5ms)","read_heavy",5.44950306756,5.318584,6.097849,6.271761,7085.68951227,218.043273003,226.63498,70.3441567493,7.5754407669144,0
"1483",128,"normal","tolerance:0","error: 0%","strong","0ms",NA,"read_heavy",10.9676874173,10.636044,19.378083,22.687124,7019.13805236,62.2098274456,65.722037,70.1206226805,11.480108817583,0
"1484",128,"slowpoke_flat","tolerance:0","error: 0%","strong","0ms",NA,"read_heavy",20.8549857493,10.760814,101.005674,210.828522,4764.22159998,213.315920496,177.55507,48.8836110133,22.779595096767,0
"1485",128,"google","tolerance:0","error: 0%","strong","0ms",NA,"read_heavy",63.1020771665,2.280909,171.053933,593.550574,1846.04883003,433.719199682,434.758339,18.547329116,66.808248391655,0
"1487",128,"flat5","tolerance:0","error: 0%","strong","0ms","Uniform
(5ms)","read_heavy",8.87792571245,5.704832,17.105668,18.571804,6937.745562,25.930830781,26.151752,71.4398243584,9.0484547631355,0
"1488",128,"normal","tolerance:0","error: 0%","strong","200ms",NA,"read_heavy",10.4976069806,10.219116,19.231197,23.540537,7183.53289596,255.160689342,257.225376,73.1752128464,12.944237804214,0
"1489",128,"slowpoke_flat","tolerance:0","error: 0%","strong","200ms",NA,"read_heavy",17.1213987104,10.339816,100.35252,101.164572,5360.244265,402.272365279,362.374447,53.2735690948,20.972908376086,0
"1490",128,"google","tolerance:0","error: 0%","strong","200ms",NA,"read_heavy",55.910324428,1.955579,172.326042,395.691631,2027.59478603,634.130278999,649.664355,20.1498646542,61.69252397371,0
"1492",128,"flat5","tolerance:0","error: 0%","strong","200ms","Uniform
(5ms)","read_heavy",5.44090262298,5.315415,6.099695,6.234709,7206.61285848,223.337643214,226.623902,71.2001061514,7.6198700288902,0
"1493",512,"normal","tolerance:0.1","error: 10%","strong","0ms","Normal","read_heavy",11.4546332263,10.803424,19.324832,29.114874,7097.35804789,50.4289028577,47.434034,73.5552089319,11.844375922614,0
"1494",512,"google","tolerance:0.1","error: 10%","strong","0ms",NA,"read_heavy",58.8402496292,1.905146,171.450373,491.093127,5968.19271761,329.202971467,391.354449,60.8538720963,61.543876847578,0
"1496",512,"flat5","tolerance:0.1","error: 10%","strong","0ms",NA,"read_heavy",10.5816584411,5.743989,16.982214,19.39148,7079.24851556,24.8900712613,26.085813,71.0816238391,10.724742569302,0
"1497",512,"normal","tolerance:0.1","error: 10%","strong","200ms","Normal","read_heavy",10.2065556736,10.176842,18.568426,22.399678,7186.10590375,137.482165277,81.775683,71.9952060429,11.479311769634,0
"1498",512,"google","tolerance:0.1","error: 10%","strong","200ms",NA,"read_heavy",49.7703313194,1.563772,168.030383,323.808041,7041.62985179,426.619331605,390.838796,69.7240178569,53.538821322256,0
"1500",512,"normal","tolerance:0.05","error: 5%","strong","0ms","Normal","read_heavy",11.3588493158,11.307477,19.967734,28.484692,7262.8902781,54.9142151163,57.500778,73.1748534041,11.794402973805,0
"1501",512,"slowpoke_flat","tolerance:0.05","error: 5%","strong","0ms","Slow replica","read_heavy",26.9284519057,10.732658,100.967712,210.741795,6905.43559311,184.275443299,162.126321,69.7555279897,28.501921819633,0
"1502",512,"google","tolerance:0.05","error: 5%","strong","0ms",NA,"read_heavy",53.421298054,1.861727,170.300973,381.162994,6437.7118818,375.148355257,406.141724,64.5887359382,56.63856862603,0
"1504",512,"flat5","tolerance:0.05","error: 5%","strong","0ms",NA,"read_heavy",10.6820113019,5.738767,16.647299,23.090935,7059.40739057,25.3635221299,26.12627,71.5429144051,10.82882641018,0
"1505",512,"normal","tolerance:0.05","error: 5%","strong","200ms","Normal","read_heavy",10.4864636321,10.429653,18.941505,21.903031,7264.10398144,186.968631726,246.159517,74.7556614127,12.251285313039,0
"1506",512,"slowpoke_flat","tolerance:0.05","error: 5%","strong","200ms","Slow replica","read_heavy",17.2350919377,10.294687,100.297218,101.186675,7157.7987012,318.905778056,349.057343,72.3473766599,20.251798798883,0
"1507",512,"google","tolerance:0.05","error: 5%","strong","200ms",NA,"read_heavy",53.286417966,1.560572,169.739269,335.02368,6764.87039297,523.603949723,604.604815,68.2760158624,57.98959328357,0
"1508",512,"flat5","tolerance:0.05","error: 5%","strong","200ms",NA,"read_heavy",5.43819285357,5.311296,6.08493,6.213984,7065.809918,160.393704917,216.488324,71.5195910657,6.9877479742043,0
"1509",512,"normal","tolerance:0.01","error: 1%","strong","0ms","Normal","read_heavy",11.2242488294,10.913367,19.738796,25.435573,7184.80196535,62.1193248247,65.059048,71.5381880169,11.733199589353,0
"1510",512,"slowpoke_flat","tolerance:0.01","error: 1%","strong","0ms","Slow replica","read_heavy",28.6943946139,10.699227,101.000601,217.442992,6949.31813782,206.025561814,168.195797,69.767110419,30.467706285901,0
"1511",512,"google","tolerance:0.01","error: 1%","strong","0ms",NA,"read_heavy",59.9393460977,1.906248,172.09692,466.151016,5946.2478147,422.385960184,424.757976,63.2283400827,63.563812238563,0
"1512",512,"flat5","tolerance:0.01","error: 1%","strong","0ms",NA,"read_heavy",10.1594048505,5.758539,17.18972,19.838952,7139.72606906,26.5669014755,26.161635,72.0089957477,10.32347981675,0
"1513",512,"normal","tolerance:0.01","error: 1%","strong","200ms","Normal","read_heavy",10.8382278539,10.400261,19.90361,33.399332,7280.39490432,251.759488502,256.573229,73.0787861207,13.247440460381,0
"1514",512,"google","tolerance:0.01","error: 1%","strong","200ms",NA,"read_heavy",52.2814998751,1.551738,168.075696,323.20613,6962.77550125,623.577833459,625.078297,69.988068011,57.994463210939,0
"1516",512,"flat5","tolerance:0.01","error: 1%","strong","200ms",NA,"read_heavy",5.42958691923,5.312284,6.069444,6.186449,7270.47387284,221.255013067,226.61307,73.551144825,7.5878411807077,0
"1517",512,"normal","tolerance:0","error: 0%","strong","0ms","Normal","read_heavy",11.1749201217,10.759888,19.643972,26.114463,7074.20813216,62.8392040021,66.385816,70.6414086324,11.691562960504,0
"1518",512,"slowpoke_flat","tolerance:0","error: 0%","strong","0ms","Slow replica","read_heavy",26.6961762838,10.722933,100.991798,210.875267,6951.07606014,213.436060789,172.102723,68.3206620421,28.563575128852,0
"1519",512,"flat5","tolerance:0","error: 0%","strong","0ms",NA,"read_heavy",11.3350052305,5.719042,16.764757,76.90292,7094.95543526,28.475736231,26.456118,70.7684378758,11.506412540505,0
"1520",512,"normal","tolerance:0","error: 0%","strong","200ms","Normal","read_heavy",10.6321186726,10.504168,18.889035,25.180422,7168.34527989,255.329124183,257.992108,71.9713883878,13.079088727704,0
"1521",512,"slowpoke_flat","tolerance:0","error: 0%","strong","200ms","Slow replica","read_heavy",17.5315970727,10.301028,100.33874,101.181223,7260.03760443,409.08745654,370.325553,74.0492278229,21.447155667373,0
"1522",512,"google","tolerance:0","error: 0%","strong","200ms",NA,"read_heavy",45.5791683367,1.522931,167.805921,297.282677,7098.43869844,640.325962016,649.846497,71.3913744424,51.526636273493,0
"1523",512,"flat5","tolerance:0","error: 0%","strong","200ms",NA,"read_heavy",5.46076818477,5.314906,6.124988,6.268222,7038.58117051,223.41851112,226.618005,71.1005478928,7.6403456141223,0
"1524",2048,"normal","tolerance:0.1","error: 10%","strong","0ms",NA,"read_heavy",11.2583621615,11.089491,19.120438,23.406932,7134.25323775,50.1314806345,46.670792,72.6828664355,11.64709334623,0
"1525",2048,"slowpoke_flat","tolerance:0.1","error: 10%","strong","0ms",NA,"read_heavy",29.0664267897,10.724416,101.024503,211.135554,7122.3642958,157.756436792,148.95253,70.6845298634,30.353326889723,0
"1526",2048,"google","tolerance:0.1","error: 10%","strong","0ms",NA,"read_heavy",71.1712746516,1.974063,190.951742,595.085394,7233.84308143,337.052972961,389.080406,74.7009337297,73.830091634694,0
"1527",2048,"flat5","tolerance:0.1","error: 10%","strong","0ms",NA,"read_heavy",14.7154270471,5.735168,17.597449,217.539549,7073.18607527,27.2697723622,26.25369,73.3182233169,14.840970500251,0
"1528",2048,"slowpoke_flat","tolerance:0.1","error: 10%","strong","200ms",NA,"read_heavy",16.8786985189,10.296503,100.323563,101.288589,7282.11772253,239.343446196,263.284584,73.2834846925,19.103345995671,0
"1529",2048,"google","tolerance:0.1","error: 10%","strong","200ms",NA,"read_heavy",47.9076053513,1.523335,167.972333,395.854124,7141.93090651,433.841180375,396.574178,71.7527163925,51.766941101537,0
"1531",2048,"flat5","tolerance:0.1","error: 10%","strong","200ms",NA,"read_heavy",5.42804307256,5.312377,6.07459,6.243977,7253.41366025,113.728720544,38.22537,70.8846440019,6.5110498472744,0
"1532",2048,"slowpoke_flat","tolerance:0.05","error: 5%","strong","0ms",NA,"read_heavy",31.7995355973,10.751743,101.021793,208.913627,7087.07868606,181.80633968,159.408967,72.7080502196,33.299603638127,0
"1534",2048,"flat5","tolerance:0.05","error: 5%","strong","0ms",NA,"read_heavy",10.6802372527,5.772168,18.29691,89.695446,7059.73894049,24.790799689,26.099085,70.0462375372,10.821342877063,0
"1535",2048,"normal","tolerance:0.05","error: 5%","strong","200ms",NA,"read_heavy",10.5119459905,10.482502,18.495063,21.640934,7294.81570782,193.858515617,247.590826,74.0248007449,12.345411686765,0
"1536",2048,"slowpoke_flat","tolerance:0.05","error: 5%","strong","200ms",NA,"read_heavy",17.3471542501,10.300403,100.350384,101.253775,7018.28434959,314.565500688,348.973758,71.0906038267,20.319337714479,0
"1537",2048,"google","tolerance:0.05","error: 5%","strong","200ms",NA,"read_heavy",46.6769943022,1.532378,169.004563,230.616521,7089.75362871,543.372150274,615.180889,71.5848789613,51.643945861918,0
"1538",2048,"flat5","tolerance:0.05","error: 5%","strong","200ms",NA,"read_heavy",5.46094875863,5.307312,6.094829,6.230014,7263.96093386,156.337219568,216.396476,74.4462828566,6.9697114667237,0
"1539",2048,"normal","tolerance:0.01","error: 1%","strong","0ms",NA,"read_heavy",11.3934390184,10.736007,18.889143,24.443825,7235.9797369,61.9499584468,64.713225,72.9032576751,11.899004212684,0
"1540",2048,"slowpoke_flat","tolerance:0.01","error: 1%","strong","0ms",NA,"read_heavy",28.053501129,10.703164,101.084081,278.066139,7215.22422287,199.415273538,162.100857,71.7287272582,29.76711885309,0
"1541",2048,"google","tolerance:0.01","error: 1%","strong","0ms",NA,"read_heavy",61.8644879426,1.94296,173.333037,450.948075,7092.35474813,422.45879363,416.729217,70.917034388,65.470430999474,0
"1543",2048,"flat5","tolerance:0.01","error: 1%","strong","0ms",NA,"read_heavy",9.72631223893,5.781296,17.740741,45.600198,6973.28872302,25.513356847,26.149334,71.9123954408,9.8841826850107,0
"1544",2048,"slowpoke_flat","tolerance:0.01","error: 1%","strong","200ms",NA,"read_heavy",16.1882633431,10.296724,100.314505,101.215062,7212.69467062,369.588834451,342.539499,72.1614628956,19.722269054179,0
"1545",2048,"google","tolerance:0.01","error: 1%","strong","200ms",NA,"read_heavy",50.5295095093,1.550392,169.302301,327.746596,7093.21299428,617.241989015,622.384001,72.4903398707,56.196634304357,0
"1547",2048,"flat5","tolerance:0.01","error: 1%","strong","200ms",NA,"read_heavy",5.42498883685,5.309667,6.092764,6.209991,7373.79212062,221.070738249,226.619978,74.3078004018,7.5814463309715,0
"1548",2048,"normal","tolerance:0","error: 0%","strong","0ms",NA,"read_heavy",11.3721710494,11.052855,19.045729,24.25905,7235.42477528,63.3936187689,66.491289,74.0304898699,11.892385526595,0
"1549",2048,"slowpoke_flat","tolerance:0","error: 0%","strong","0ms",NA,"read_heavy",30.0033309601,10.728659,100.984468,219.459087,6950.41929975,209.804836849,168.852527,68.9253538835,31.801346018989,0
"1550",2048,"google","tolerance:0","error: 0%","strong","0ms",NA,"read_heavy",66.2083651378,1.940098,178.774731,584.446644,6955.33723836,420.576867142,411.962716,69.6897872927,69.752050157842,0
"1552",2048,"flat5","tolerance:0","error: 0%","strong","0ms",NA,"read_heavy",12.2830436117,5.745189,16.23779,153.126195,7170.25379359,28.8753735672,26.171644,71.9404920596,12.448966911255,0
"1553",2048,"normal","tolerance:0","error: 0%","strong","200ms",NA,"read_heavy",10.6572314823,10.509477,19.26652,25.920106,7172.9279746,255.277480753,257.478236,72.6804105257,13.103433975007,0
"1554",2048,"slowpoke_flat","tolerance:0","error: 0%","strong","200ms",NA,"read_heavy",17.0696194908,10.29726,100.322984,101.18614,7020.6632948,384.804549287,350.687667,71.0541824104,20.746968788762,0
"1555",2048,"google","tolerance:0","error: 0%","strong","200ms",NA,"read_heavy",49.1038018581,1.560413,170.565062,242.390841,7031.68043646,628.820538841,631.341856,70.0106309046,54.900969227929,0
"1557",2048,"flat5","tolerance:0","error: 0%","strong","200ms",NA,"read_heavy",5.49266358668,5.308154,6.116079,6.291053,7143.15643972,223.170586785,226.60263,73.5214549082,7.6694428186632,0
"1558",4096,"normal","tolerance:0.1","error: 10%","strong","0ms","Normal (high load)","read_heavy",10.9656793932,10.554501,19.413609,28.250965,7218.22481678,50.0432833477,46.154826,73.6008541728,11.356455432745,0
"1559",4096,"slowpoke_flat","tolerance:0.1","error: 10%","strong","0ms",NA,"read_heavy",32.1873508106,10.729224,101.004874,249.492915,7113.43034154,166.196975379,150.89378,71.4421445512,33.527447056284,0
"1560",4096,"google","tolerance:0.1","error: 10%","strong","0ms",NA,"read_heavy",57.379152447,1.900866,171.997227,453.351916,7130.89318447,320.708616042,340.952142,70.4219804619,60.01244708295,0
"1561",4096,"flat5","tolerance:0.1","error: 10%","strong","0ms","High load","read_heavy",11.2758910367,5.741024,17.301677,64.447956,7114.7801946,24.5335889526,25.823072,72.3367380415,11.408468015859,0
"1562",4096,"slowpoke_flat","tolerance:0.1","error: 10%","strong","200ms",NA,"read_heavy",16.89688149,10.295385,100.289194,101.127348,7173.0628099,229.969426378,261.189544,71.789358942,19.02760693888,0
"1564",4096,"flat5","tolerance:0.1","error: 10%","strong","200ms","High load","read_heavy",5.43781366028,5.313824,6.088419,6.226162,7166.3012717,112.556707194,38.226021,71.7034562413,6.5090025956172,0
