"","load","honeycomb_mode","ipa_bound","bound","ipa_consistency","lease","condition","mix","read_lat_mean","read_lat_median","read_lat_p95","read_lat_p99","read_rate","incr_lat_mean","incr_lat_median","incr_rate","overall_latency_mean","read_strong_fraction"
"1",128,"normal","tolerance:0.1","error: 10%","strong","200ms",NA,"default",10.6347386945,10.543427,19.209285,23.563938,5080.38313558,43.5212129143,40.252585,1266.1536641,17.21203353846,0
"2",128,"slowpoke_flat","tolerance:0.1","error: 10%","strong","200ms",NA,"default",20.5730024566,10.399363,101.077069,101.348236,1911.3276347,159.211438971,144.322611,486.351586736,48.30068975948,0
"3",128,"google","tolerance:0.1","error: 10%","strong","200ms",NA,"default",52.8441265295,2.153339,170.759434,332.408801,749.102912419,439.107364461,385.649984,185.093635602,130.0967741158,0
"5",128,"flat5","tolerance:0.1","error: 10%","strong","200ms","Uniform
(5ms)","default",5.4444574248,5.28855,6.075551,6.207089,5664.85177607,17.6310488827,16.020722,1421.73617889,7.88177571638,0
"6",128,"normal","tolerance:0.05","error: 5%","strong","200ms",NA,"default",10.719437072,10.572625,19.037909,22.841383,4377.74354423,50.4106051552,41.955392,1095.95977831,18.65767068864,0
"7",128,"slowpoke_flat","tolerance:0.05","error: 5%","strong","200ms",NA,"default",21.365854001,10.427201,101.089805,101.439513,1521.80861215,208.891622154,163.423266,378.384928127,58.8710076316,0
"8",128,"google","tolerance:0.05","error: 5%","strong","200ms",NA,"default",61.231142456,2.25448,176.72845,384.477484,635.603822982,512.038305108,577.886265,160.118508585,151.3925749864,0
"10",128,"flat5","tolerance:0.05","error: 5%","strong","200ms","Uniform
(5ms)","default",5.51296636781,5.289782,6.107076,6.648624,5423.69480727,19.8634194382,16.104774,1365.18950859,8.383056981888,0
"11",512,"normal","tolerance:0.1","error: 10%","strong","200ms","Normal","default",10.2094755872,9.927282,18.755675,22.415404,5831.02683555,39.9987902784,39.271424,1458.37554435,16.16733852544,0
"12",512,"slowpoke_flat","tolerance:0.1","error: 10%","strong","200ms","Slow replica","default",16.3498723212,10.267618,100.258598,101.081192,5809.90290178,107.472727518,123.159255,1445.24860594,34.57444336056,0
"13",512,"google","tolerance:0.1","error: 10%","strong","200ms",NA,"default",50.650353176,1.61949,169.580881,367.044528,3832.12249625,264.46275677,177.199099,964.718874092,93.4128338948,0
"14",512,"flat5","tolerance:0.1","error: 10%","strong","200ms",NA,"default",5.45420595467,5.288374,6.080283,6.290018,5767.77830336,16.2487273353,15.997875,1440.05602701,7.613110230796,0
"15",512,"slowpoke_flat","tolerance:0.05","error: 5%","strong","200ms","Slow replica","default",19.3533812547,10.272283,100.300631,101.119143,5602.3248225,128.271897517,125.160306,1403.5292977,41.13708450716,0
"17",512,"flat5","tolerance:0.05","error: 5%","strong","200ms",NA,"default",5.48116694295,5.294791,6.06949,6.20963,5797.53443505,18.5667821326,16.007474,1441.36536444,8.09828998088,0
"18",2048,"normal","tolerance:0.1","error: 10%","strong","200ms",NA,"default",10.5360933019,10.322728,18.690562,22.911698,5868.75526538,41.8317618992,40.485095,1472.58952712,16.79522702136,0
"19",2048,"google","tolerance:0.1","error: 10%","strong","200ms",NA,"default",347.792790445,276.419767,964.845921,1319.24813,3170.93439374,938.23239886,780.276598,786.746056619,465.880712128,0
"21",2048,"flat5","tolerance:0.1","error: 10%","strong","200ms",NA,"default",5.44994407076,5.291496,6.060592,6.182312,5735.29582357,15.6966520689,16.001703,1429.93507445,7.499285670388,0
"22",2048,"normal","tolerance:0.05","error: 5%","strong","200ms",NA,"default",10.626223495,10.601362,18.433716,22.873755,5705.95151824,42.9065520139,40.02119,1432.13563863,17.08228919878,0
"23",2048,"slowpoke_flat","tolerance:0.05","error: 5%","strong","200ms",NA,"default",20.0615560815,10.277718,100.345447,136.195959,5540.76773817,124.626523879,125.076066,1384.07146671,40.974549641,0
"25",2048,"flat5","tolerance:0.05","error: 5%","strong","200ms",NA,"default",5.50207282072,5.294849,6.122235,6.326785,5643.5429984,18.211826348,16.066449,1414.9984574,8.044023526176,0
"26",4096,"normal","tolerance:0.1","error: 10%","strong","200ms","Normal (high load)","default",10.7009472381,10.626078,18.636875,24.526542,5772.58335318,41.6194438029,40.606447,1448.15371426,16.88464655106,0
"28",4096,"flat5","tolerance:0.1","error: 10%","strong","200ms","High load","default",5.43214917659,5.281559,6.051117,6.179326,5757.17106735,16.217822441,16.149151,1442.38760033,7.589283829472,0
"29",4096,"normal","tolerance:0.05","error: 5%","strong","200ms","Normal (high load)","default",10.3882696151,10.507057,18.209933,21.99565,5822.98408544,42.8370744932,39.76709,1448.91031166,16.87803059072,0
"30",4096,"flat5","tolerance:0.05","error: 5%","strong","200ms","High load","default",5.51637143561,5.287854,6.058781,6.717295,5832.08786979,19.2963688163,16.82734,1446.11311492,8.272370911748,0
"31",128,"normal","tolerance:0.1","error: 10%","strong","200ms",NA,"default",10.4555970684,10.342506,18.878294,22.905315,5054.11197472,42.496534957,40.235329,1264.83508691,16.86378464612,0
"32",128,"slowpoke_flat","tolerance:0.1","error: 10%","strong","200ms",NA,"default",20.0488189817,10.405512,101.058655,101.409643,1979.56581923,158.913796824,141.123685,492.406382211,47.82181455016,0
"33",128,"google","tolerance:0.1","error: 10%","strong","200ms",NA,"default",54.7010823459,2.127796,171.27671,344.540235,728.740204697,441.296541928,378.287506,183.255133388,132.02017426232,0
"34",128,"flat5","tolerance:0.1","error: 10%","strong","200ms","Uniform
(5ms)","default",5.49227420473,5.290124,6.076955,6.285001,5731.73003668,17.3353013123,16.096271,1429.86780058,7.860879626244,0
"35",128,"normal","tolerance:0.05","error: 5%","strong","200ms",NA,"default",10.7203916628,10.337688,19.257314,24.414816,4526.32316002,47.7331811825,40.984934,1133.64834027,18.12294956674,0
"36",128,"google","tolerance:0.05","error: 5%","strong","200ms",NA,"default",59.0987479105,2.270689,215.035191,423.902883,567.546386591,525.025830154,597.087831,143.604121242,152.2841643592,0
"38",128,"flat5","tolerance:0.05","error: 5%","strong","200ms","Uniform
(5ms)","default",5.53056852044,5.294798,6.087313,6.319834,5503.14335052,20.5391946588,16.320435,1381.64935039,8.532293748112,0
"39",512,"normal","tolerance:0.1","error: 10%","strong","200ms","Normal","default",10.4367120765,10.278031,19.046264,24.037053,5834.37695167,40.9142110306,39.994934,1460.42952788,16.53221186732,0
"40",512,"slowpoke_flat","tolerance:0.1","error: 10%","strong","200ms","Slow replica","default",17.9722731437,10.268891,100.283657,101.093351,5709.18045121,112.189821817,123.040394,1439.17185467,36.81578287836,0
"41",512,"google","tolerance:0.1","error: 10%","strong","200ms",NA,"default",45.2570677682,1.607437,166.684423,173.059506,3872.60000189,260.904604067,177.812275,967.997845694,88.38657502796,0
"43",512,"flat5","tolerance:0.1","error: 10%","strong","200ms",NA,"default",5.46532469975,5.295195,6.062499,6.167425,5729.82491609,16.7156108523,16.005042,1438.76519206,7.71538193026,0
"44",512,"normal","tolerance:0.05","error: 5%","strong","200ms","Normal","default",10.2460522782,10.300271,18.174067,22.645544,5779.01518609,42.1634253239,39.962853,1450.59830115,16.62952688734,0
"45",512,"slowpoke_flat","tolerance:0.05","error: 5%","strong","200ms","Slow replica","default",17.5488630161,10.271141,100.264926,101.100483,5637.36832138,122.81341833,125.896438,1408.08531591,38.60177407888,0
"46",512,"google","tolerance:0.05","error: 5%","strong","200ms",NA,"default",55.3866681444,1.700132,169.365876,336.386851,3436.98385246,300.278347518,197.848062,864.905743524,104.36500401912,0
"48",512,"flat5","tolerance:0.05","error: 5%","strong","200ms",NA,"default",5.47097629127,5.286388,6.073989,6.244509,5848.18143071,17.3128917234,15.987382,1472.08018124,7.839359377696,0
"49",2048,"normal","tolerance:0.1","error: 10%","strong","200ms",NA,"default",10.5118249075,10.533605,18.083865,21.727742,5795.93748017,42.2113148997,40.192964,1448.53550226,16.85172290594,0
"50",2048,"google","tolerance:0.1","error: 10%","strong","200ms",NA,"default",381.100691414,339.04117,895.967172,1199.641939,3083.34143209,944.650534686,829.681493,765.911194357,493.8106600684,0
"52",2048,"flat5","tolerance:0.1","error: 10%","strong","200ms",NA,"default",5.48154684133,5.29034,6.084575,6.351717,5852.33075605,16.5493966989,16.010136,1466.42309719,7.695116812844,0
"53",2048,"normal","tolerance:0.05","error: 5%","strong","200ms",NA,"default",10.3995978019,10.558381,18.039865,21.178008,5975.30701031,43.1908894613,40.633845,1493.95853278,16.95785613378,0
"54",2048,"google","tolerance:0.05","error: 5%","strong","200ms",NA,"default",370.301187287,360.836782,854.301852,1093.554368,3004.90221873,945.116939403,844.570679,744.268683224,485.2643377102,0
"56",2048,"flat5","tolerance:0.05","error: 5%","strong","200ms",NA,"default",5.45553342036,5.295652,6.053399,6.196994,5813.67744391,17.0493788706,15.999683,1457.43241838,7.774302510408,0
"57",4096,"normal","tolerance:0.1","error: 10%","strong","200ms","Normal (high load)","default",10.1836215806,10.18373,18.533259,22.547588,5751.62935735,42.6059031799,40.98787,1447.12418495,16.66807790046,0
"58",4096,"flat5","tolerance:0.1","error: 10%","strong","200ms","High load","default",5.46679178921,5.284755,6.058143,6.23943,5893.28300728,17.4628660541,16.640161,1464.25532205,7.866006642188,0
"59",4096,"normal","tolerance:0.05","error: 5%","strong","200ms","Normal (high load)","default",10.5320959477,10.611606,18.849132,22.920561,5711.2177121,45.3291032717,40.981764,1426.70064165,17.4914974125,0
"61",4096,"flat5","tolerance:0.05","error: 5%","strong","200ms","High load","default",5.4865160452,5.295855,6.082785,6.232674,5797.27701531,17.7777491876,16.105891,1449.58024799,7.94476267368,0
"62",128,"normal","tolerance:0.1","error: 10%","strong","200ms",NA,"default",10.9915036744,10.724773,19.513685,24.143567,4943.57529492,43.2989270318,40.270031,1238.35567336,17.45298834588,0
"63",128,"slowpoke_flat","tolerance:0.1","error: 10%","strong","200ms",NA,"default",18.9651713833,10.448524,101.107803,101.38806,1879.48617243,157.096665457,144.842947,468.806250995,46.59147019804,0
"64",128,"google","tolerance:0.1","error: 10%","strong","200ms",NA,"default",57.4066309401,2.248883,171.935449,345.611155,738.028845344,437.61646935,376.612739,182.765433877,133.44859862208,0
"66",128,"flat5","tolerance:0.1","error: 10%","strong","200ms","Uniform
(5ms)","default",5.4526401532,5.290001,6.062424,6.239665,5718.53571106,16.9907349793,16.050577,1428.43300528,7.76025911842,0
"67",128,"normal","tolerance:0.05","error: 5%","strong","200ms",NA,"default",10.6880558143,10.832682,18.954933,23.505291,4657.47395509,47.3028245673,41.376954,1165.29097742,18.0110095649,0
"68",128,"slowpoke_flat","tolerance:0.05","error: 5%","strong","200ms",NA,"default",23.1651027545,10.485386,101.194775,101.551939,1504.03139817,207.932094383,169.97838,373.343753555,60.1185010802,0
"69",128,"google","tolerance:0.05","error: 5%","strong","200ms",NA,"default",59.9509811241,2.24007,189.75196,363.152603,621.649036685,510.394593045,550.068149,156.746161022,150.03970350828,0
"71",128,"flat5","tolerance:0.05","error: 5%","strong","200ms","Uniform
(5ms)","default",5.50464167219,5.304198,6.115188,6.323383,5381.7420265,20.0380901676,16.254237,1350.76601352,8.411331371272,0
"72",512,"normal","tolerance:0.1","error: 10%","strong","200ms","Normal","default",10.5334994903,10.268335,19.496871,22.316317,5883.07486251,41.8614845939,40.572182,1470.12466592,16.79909651102,0
"73",512,"slowpoke_flat","tolerance:0.1","error: 10%","strong","200ms","Slow replica","default",17.3584724551,10.278345,100.276864,101.041464,5793.04294963,111.629333458,124.630041,1447.55946007,36.21264465568,0
"74",512,"google","tolerance:0.1","error: 10%","strong","200ms",NA,"default",49.4476216516,1.665153,166.996049,176.235455,3925.79558629,264.330519799,178.686126,985.255296175,92.42420128108,0
"76",512,"flat5","tolerance:0.1","error: 10%","strong","200ms",NA,"default",5.49359550726,5.304492,6.083535,6.277849,5847.15921939,15.3444043724,15.978046,1459.47085327,7.463757280288,0
"77",512,"normal","tolerance:0.05","error: 5%","strong","200ms","Normal","default",10.3725322777,10.561708,18.495062,21.505523,5804.84782581,45.385722703,41.059138,1451.84808626,17.37517036276,0
"79",512,"flat5","tolerance:0.05","error: 5%","strong","200ms",NA,"default",5.45712141338,5.297949,6.060392,6.162699,5955.11111309,17.8494731773,15.993993,1495.79388898,7.935591766164,0
"80",2048,"normal","tolerance:0.1","error: 10%","strong","200ms",NA,"default",10.8069560053,10.683199,19.63372,22.186907,5811.23221654,39.5135435336,39.509735,1447.88464341,16.54827351096,0
"81",2048,"slowpoke_flat","tolerance:0.1","error: 10%","strong","200ms",NA,"default",18.9720245181,10.283766,100.325174,106.910313,5694.45332657,122.468093919,127.028476,1420.73203605,39.67123839828,0
"82",2048,"google","tolerance:0.1","error: 10%","strong","200ms",NA,"default",317.252344519,262.637212,841.272967,1066.630753,3454.27820529,880.508540443,775.661223,855.646723821,429.9035837038,0
"84",2048,"flat5","tolerance:0.1","error: 10%","strong","200ms",NA,"default",5.51875810308,5.288827,6.051685,7.081943,5828.49263734,15.7584196971,15.985582,1456.32874576,7.566690421884,0
"85",2048,"normal","tolerance:0.05","error: 5%","strong","200ms",NA,"default",10.4285869588,10.460635,17.995088,21.319385,5868.48445474,44.6433206148,41.278365,1475.33801847,17.27153369,0
"86",2048,"google","tolerance:0.05","error: 5%","strong","200ms",NA,"default",301.940769689,220.591359,800.398141,1036.630767,3351.30205471,840.949524436,734.873483,832.303713048,409.7425206384,0
"88",2048,"flat5","tolerance:0.05","error: 5%","strong","200ms",NA,"default",5.43907446377,5.290454,6.076441,6.206037,5783.02435374,18.6788227065,16.042959,1439.11627504,8.087024112316,0
"89",4096,"normal","tolerance:0.1","error: 10%","strong","200ms","Normal (high load)","default",12.9571941423,11.11582,30.48653,68.387685,5770.09044502,47.635244481,41.094771,1437.39400168,19.89280421004,0
"90",4096,"flat5","tolerance:0.1","error: 10%","strong","200ms","High load","default",19.55458959,5.297499,15.991607,18.295482,5682.90177191,35.664532143,16.462254,1421.43195608,22.7765781006,0
"91",4096,"normal","tolerance:0.05","error: 5%","strong","200ms","Normal (high load)","default",10.8361076835,10.834629,18.736045,22.672857,5756.10488697,43.0699171683,40.064324,1439.7765474,17.28286958046,0
"92",4096,"google","tolerance:0.05","error: 5%","strong","200ms",NA,"default",1154.03018181,1077.958203,2591.253012,3220.060654,2222.77480358,2301.35228751,2139.341965,548.75247394,1383.49460295,0
"93",4096,"flat5","tolerance:0.05","error: 5%","strong","200ms","High load","default",5.49374604359,5.300349,6.046892,6.248996,5812.06071683,18.6897809805,16.734413,1455.2359684,8.132953030972,0
"94",128,"normal","tolerance:0.1","error: 10%","strong","200ms",NA,"default",10.3039389396,10.177334,19.06527,22.6264,5256.87600426,34.5209378105,36.498827,1318.60672403,15.14733871378,0
"95",128,"slowpoke_flat","tolerance:0.1","error: 10%","strong","200ms",NA,"default",15.9071321243,10.38555,100.374101,101.38131,2740.14529602,92.4608558967,35.2196,684.140823658,31.21787687878,0
"96",128,"google","tolerance:0.1","error: 10%","strong","200ms",NA,"default",54.880678941,2.124894,170.439438,322.751454,932.870125261,271.681811704,179.68509,232.297002842,98.2409054936,0
"98",128,"flat5","tolerance:0.1","error: 10%","strong","200ms","Uniform
(5ms)","default",5.45448662984,5.298707,6.060285,6.186582,5672.04218297,14.3635562182,15.977696,1417.58402166,7.236300547512,0
"99",128,"normal","tolerance:0.05","error: 5%","strong","200ms",NA,"default",10.5983069045,10.710073,18.491714,21.535737,4655.95674882,38.0657626831,36.278106,1176.44112442,16.09179806022,0
"100",128,"slowpoke_flat","tolerance:0.05","error: 5%","strong","200ms",NA,"default",20.2864831555,10.447345,101.059021,101.401885,1837.78425638,138.348416534,130.314146,462.210441156,43.8988698312,0
"101",128,"google","tolerance:0.05","error: 5%","strong","200ms",NA,"default",65.1645068769,2.4238,179.084342,340.694517,639.765596984,448.028486853,416.014864,159.855040925,141.73730287212,0
"103",128,"flat5","tolerance:0.05","error: 5%","strong","200ms","Uniform
(5ms)","default",5.47306229252,5.304669,6.103257,6.26113,5320.33479877,18.0238151952,16.048901,1334.33561978,7.983212873056,0
"104",512,"normal","tolerance:0.1","error: 10%","strong","200ms","Normal","default",10.8567626758,10.761772,18.896725,22.76569,5863.2491371,33.0672705477,35.699561,1462.89821505,15.29886425018,0
"105",512,"slowpoke_flat","tolerance:0.1","error: 10%","strong","200ms","Slow replica","default",15.8211776202,10.278508,41.48959,101.121074,5690.2835483,76.1796529376,32.81484,1423.44703755,27.89287268368,0
"106",512,"google","tolerance:0.1","error: 10%","strong","200ms",NA,"default",50.6979137718,1.594715,169.160605,174.702441,4496.01168138,201.904078111,169.600722,1125.06324221,80.93914663964,0
"107",512,"flat5","tolerance:0.1","error: 10%","strong","200ms",NA,"default",5.47599142049,5.305976,6.074444,6.206423,5766.43014171,13.7332431132,15.965643,1439.37225551,7.127441759032,0
"108",512,"normal","tolerance:0.05","error: 5%","strong","200ms","Normal","default",10.6126594134,10.599311,18.578965,21.660748,5801.70811935,35.5289312071,35.971592,1456.80266734,15.59591377214,0
"109",512,"google","tolerance:0.05","error: 5%","strong","200ms",NA,"default",52.146198865,1.645735,168.750769,177.918349,4057.21700805,213.503012891,170.002147,1015.13959985,84.4175616702,0
"111",2048,"normal","tolerance:0.1","error: 10%","strong","200ms",NA,"default",10.6319237539,10.510208,18.946441,23.582206,5806.59616414,33.0873866187,36.180794,1454.63992208,15.12301632686,0
"112",2048,"slowpoke_flat","tolerance:0.1","error: 10%","strong","200ms",NA,"default",44.18970131,10.320013,100.844659,228.242567,5753.95784784,116.954527941,100.692193,1433.94282385,58.7426666362,0
"113",2048,"google","tolerance:0.1","error: 10%","strong","200ms",NA,"default",76.9571919147,1.759231,260.210968,639.352151,5191.17545873,231.437536926,168.412779,1304.7635907,107.85326091696,0
"115",128,"normal","consistency:strong","strong","strong","200ms",NA,"default",46.5316184223,43.57146,78.076087,99.216571,1986.47041916,60.394774867,65.13532,490.912012496,49.30424971124,1
"116",128,"slowpoke_flat","consistency:strong","strong","strong","200ms",NA,"default",39.6098202916,36.309614,58.67371,172.898682,1730.57003965,118.212263048,57.037275,436.235171374,55.33030884288,1
"117",128,"google","consistency:strong","strong","strong","200ms",NA,"default",176.214803478,128.367868,345.552112,493.288524,508.165092964,291.095725061,243.140956,128.359499233,199.1909877946,1
"119",128,"flat5","consistency:strong","strong","strong","200ms","Uniform
(5ms)","default",17.9897251379,16.304651,27.541947,31.916813,4735.41100901,23.0951274184,26.067997,1185.42063082,19.010805594,1
"120",128,"normal","consistency:weak","weak/strong","strong","200ms",NA,"default",16.1086904156,15.877083,21.745067,25.184677,3507.12880252,60.8211714216,64.329561,870.332596984,25.0511866168,0
"121",128,"slowpoke_flat","consistency:weak","weak/strong","strong","200ms",NA,"default",12.7298322743,11.194329,15.643243,38.392391,2772.87887441,117.441499377,56.134601,691.036253636,33.67216569484,0
"122",128,"google","consistency:weak","weak/strong","strong","200ms",NA,"default",4.61676883254,1.831358,2.500362,158.671839,1947.51400078,241.659775747,238.13476,480.456698134,52.025370215432,0
"124",128,"flat5","consistency:weak","weak/strong","strong","200ms","Uniform
(5ms)","default",6.12957554624,5.685778,6.855572,8.143546,6217.0021482,22.7454051706,25.840173,1551.21448678,9.452741471112,0
"125",128,"normal","consistency:weakwrite","weak","strong","200ms",NA,"default",16.3063434732,16.00466,21.714598,24.747846,3955.26057364,35.6312563063,40.75922,993.224640301,20.17132603982,0
"126",128,"slowpoke_flat","consistency:weakwrite","weak","strong","200ms",NA,"default",13.1302725239,11.165757,14.710316,35.523075,3811.5659034,61.4258132156,32.732671,949.533830409,22.78938066224,0
"127",128,"google","consistency:weakwrite","weak","strong","200ms",NA,"default",2.54547013549,1.752869,2.35946,3.141585,4113.34115825,98.5546277627,117.638233,1033.40228823,21.747301660932,0
"129",128,"flat5","consistency:weakwrite","weak","strong","200ms","Uniform
(5ms)","default",6.62218901208,5.650032,6.880196,8.305024,6330.48156526,12.6409744791,15.59539,1594.66396681,7.825946105484,0
"130",128,"normal","latency:50ms","latency: 50ms","strong","200ms",NA,"default",44.6942133498,45.90395,50.009475,50.128022,1859.97521198,60.9515010946,65.270987,468.389076012,47.94567089876,0.671568365328057
"131",128,"slowpoke_flat","latency:50ms","latency: 50ms","strong","200ms",NA,"default",36.8533121603,34.537431,49.919302,50.117346,1687.23769306,124.602774972,55.994786,422.882057204,54.40320472264,0.883098010722071
"132",128,"google","latency:50ms","latency: 50ms","strong","200ms",NA,"default",20.5647826366,1.935158,119.62526,178.400303,1420.9035359,248.016945567,237.386734,352.856344868,66.05521522268,0.0039266255416536
"134",128,"flat5","latency:50ms","latency: 50ms","strong","200ms","Uniform
(5ms)","default",18.0035241454,16.054683,26.637157,40.682797,3244.73642246,23.6967191674,25.901217,811.643770891,19.1421631498,0.989294784337171
"135",128,"normal","latency:10ms","latency: 10ms","strong","200ms",NA,"default",15.7197426034,15.542344,21.378282,24.212241,3005.8734204,60.5512530371,64.459366,750.899420714,24.68604469014,0
"136",128,"slowpoke_flat","latency:10ms","latency: 10ms","strong","200ms",NA,"default",12.3769611132,11.026622,14.293858,35.111353,2572.35169303,122.342841958,55.764281,647.979287069,34.37013728216,0
"137",128,"google","latency:10ms","latency: 10ms","strong","200ms",NA,"default",4.91670579255,1.810026,2.565124,147.016214,1853.69681883,240.699163547,238.150312,464.077360212,52.07319734344,0
"139",128,"flat5","latency:10ms","latency: 10ms","strong","200ms","Uniform
(5ms)","default",6.93451113278,5.69257,8.704476,10.005209,3278.41137187,23.3207677935,25.892681,819.06293009,10.211762464924,0.00371745331687876
"141",512,"slowpoke_flat","tolerance:0.05","error: 5%","strong","200ms","Slow replica","default",15.6267184042,10.277716,100.258445,101.093912,5734.83165178,80.0941449089,31.005946,1443.80838855,28.52020370514,0
"142",512,"flat5","tolerance:0.05","error: 5%","strong","200ms",NA,"default",5.4391722814,5.303039,6.075393,6.176863,5738.11277836,14.5810298682,15.964049,1441.15472284,7.26754379876,0
"143",512,"normal","consistency:strong","strong","strong","200ms","Normal","default",59.6855091544,49.532035,109.631778,122.589,5532.85093556,65.2516308004,70.576314,1383.03190934,60.7987334836,1
"144",512,"slowpoke_flat","consistency:strong","strong","strong","200ms","Slow replica","default",78.8912279895,74.645131,150.54375,242.158502,3467.99425028,166.216199621,115.86475,862.788621233,96.3562223158,1
"145",512,"google","consistency:strong","strong","strong","200ms",NA,"default",332.198459979,338.965789,576.468195,651.760432,1158.33027897,421.430554506,415.134941,290.4525218,350.0448788844,1
"147",512,"flat5","consistency:strong","strong","strong","200ms",NA,"default",19.4462795415,16.090536,26.994193,135.351024,6399.09119302,24.1655653443,25.860511,1608.7256908,20.39013670206,1
"148",512,"normal","consistency:weak","weak/strong","strong","200ms","Normal","default",19.0030838101,17.528581,22.961543,28.441723,6317.7875064,65.4854293156,69.702677,1581.20473501,28.2995529112,0
"149",512,"slowpoke_flat","consistency:weak","weak/strong","strong","200ms","Slow replica","default",30.4790343399,19.0893,81.87757,177.943374,4511.08836135,140.148278629,79.591128,1129.02710852,52.41288319772,0
"150",512,"google","consistency:weak","weak/strong","strong","200ms",NA,"default",68.3906579137,51.288401,132.913244,228.00094,3080.02067475,313.859209816,282.577838,757.712683819,117.48436829416,0
"152",512,"flat5","consistency:weak","weak/strong","strong","200ms",NA,"default",7.54471384212,5.613476,6.194031,119.135728,6419.9901522,24.5749007689,25.817062,1601.16659859,10.950751227476,0
"153",512,"normal","consistency:weakwrite","weak","strong","200ms","Normal","default",19.4226206692,17.357026,22.705872,106.506484,6281.08346995,38.1632702572,42.262206,1571.59514037,23.1707505868,0
"154",512,"slowpoke_flat","consistency:weakwrite","weak","strong","200ms","Slow replica","default",14.833711078,10.914763,28.978074,98.441782,6179.57573341,65.494708665,31.933025,1537.57143963,24.9659105954,0
"155",512,"google","consistency:weakwrite","weak","strong","200ms",NA,"default",23.7955455015,14.442282,64.90453,162.383913,4872.01972115,123.4924156,138.648932,1213.05872151,43.7349195212,0
"157",512,"flat5","consistency:weakwrite","weak","strong","200ms",NA,"default",7.22581450822,5.702888,6.774865,16.112567,6210.93532718,14.0277978572,15.620413,1560.81956307,8.586211178016,0
"158",512,"normal","latency:50ms","latency: 50ms","strong","200ms","Normal","default",48.8096826492,49.160624,50.068661,131.142229,3180.89639464,67.9784786128,68.941261,794.829490033,52.64344184192,0.518806987910352
"159",512,"slowpoke_flat","latency:50ms","latency: 50ms","strong","200ms","Slow replica","default",44.5856227152,35.489178,98.699452,167.300242,2848.20861181,126.596599958,57.909608,711.009026421,60.98781816376,0.640151471151947
"160",512,"google","latency:50ms","latency: 50ms","strong","200ms",NA,"default",63.9283197017,41.594826,171.176447,247.50074,2361.25803852,310.129949956,291.609211,591.544245774,113.16864575256,0
"162",512,"flat5","latency:50ms","latency: 50ms","strong","200ms",NA,"default",19.2321706496,15.932204,26.418425,144.272322,3159.56546139,26.815111333,25.839869,790.990851895,20.74875878628,0.974405245901639
"163",512,"normal","latency:10ms","latency: 10ms","strong","200ms","Normal","default",15.7989209422,15.46633,21.856243,24.972195,3291.45163447,59.7530883603,63.573721,826.435815639,24.58975442582,0
"164",512,"slowpoke_flat","latency:10ms","latency: 10ms","strong","200ms","Slow replica","default",13.8791832805,10.74097,17.499892,98.253123,3291.18774455,122.098375333,55.933717,819.338900845,35.523021691,0
"165",512,"google","latency:10ms","latency: 10ms","strong","200ms",NA,"default",61.4574940522,47.322275,152.638752,269.14775,2491.18316971,299.838672415,281.943373,626.007564289,109.13372972476,0
"167",512,"flat5","latency:10ms","latency: 10ms","strong","200ms",NA,"default",7.18954132365,5.652468,6.789146,51.566565,3327.18032248,23.9363066656,25.857096,831.872842449,10.53889439204,0.00893342035903083
"168",2048,"flat5","tolerance:0.1","error: 10%","strong","200ms",NA,"default",5.43706094799,5.29379,6.051071,6.218425,5759.19908487,13.73945703,15.946038,1432.19749784,7.097540164392,0
"169",2048,"normal","tolerance:0.05","error: 5%","strong","200ms",NA,"default",10.3859193786,10.184013,18.663824,22.590878,5758.67127671,35.1911323573,36.531302,1433.98995893,15.34696197434,0
"170",2048,"google","tolerance:0.05","error: 5%","strong","200ms",NA,"default",91.7133969756,1.819787,411.991252,888.743833,4763.53396224,263.398135598,170.963242,1186.49515214,126.05034470008,0
"172",2048,"flat5","tolerance:0.05","error: 5%","strong","200ms",NA,"default",5.44579022646,5.29583,6.056809,6.17139,5755.85082021,15.0936950652,15.953034,1434.47292351,7.375371194208,0
"173",2048,"normal","consistency:strong","strong","strong","200ms",NA,"default",84.3565547508,54.799512,243.704171,309.348478,5624.9431914,92.815706619,73.972871,1399.43035022,86.04838512444,1
"174",2048,"slowpoke_flat","consistency:strong","strong","strong","200ms",NA,"default",150.911275325,143.638953,309.241188,666.449503,3763.49539373,212.477112947,233.673964,936.03836051,163.2244428494,1
"175",2048,"google","consistency:strong","strong","strong","200ms",NA,"default",1039.79405076,936.553034,1852.695946,2108.087672,1157.43752618,1073.3793117,972.992487,289.071785904,1046.511102948,1
"177",2048,"flat5","consistency:strong","strong","strong","200ms",NA,"default",22.5965741388,16.124789,27.346082,208.306346,6486.98980348,26.2627286236,25.948417,1627.76910775,23.32980503576,1
"178",2048,"normal","consistency:weak","weak/strong","strong","200ms",NA,"default",20.6601276964,17.321833,23.432168,177.49517,6441.48626023,67.0704173866,68.615323,1598.1682141,29.94218563444,0
"179",2048,"slowpoke_flat","consistency:weak","weak/strong","strong","200ms",NA,"default",25.9588297579,10.898889,143.910275,200.688672,5996.16798523,134.015444502,57.307967,1500.83796277,47.57015270672,0
"180",2048,"google","consistency:weak","weak/strong","strong","200ms",NA,"default",161.890964418,152.711391,316.902045,529.64315,4232.00347208,413.681325661,388.539076,1051.62672116,212.2490366666,0
