"","load","honeycomb_mode","ipa_bound","bound","ipa_consistency","lease","condition","purchase_lat_mean","purchase_lat_median","purchase_lat_p99","view_lat_mean","view_lat_median","view_lat_p99","overall_lat_mean","overall_rate"
"152",4096,"amazon","tolerance:0.05","error: 5%","weak","200ms",NA,58.529616563,2.394343,436.20754,53.1672111532,1.975448,430.624682,49.4195383236275,4051.0035974997
"153",4096,"flat5","tolerance:0.01","error: 1%","weak","0ms","High load",7.71332479046,6.464761,27.079014,6.68343862191,6.076528,16.450724,6.85843366938592,4122.1152897057
"154",4096,"slowpoke_flat","tolerance:0.01","error: 1%","weak","0ms",NA,22.7653777272,11.412969,118.641586,22.1122594178,11.051983,124.077792,21.550374178487,3942.5795893573
"155",4096,"google","tolerance:0.01","error: 1%","weak","0ms",NA,129.077018098,24.944998,2003.51481,144.346228372,103.199579,2926.341457,118.307689761577,3948.5239396214
"156",4096,"amazon","tolerance:0.01","error: 1%","weak","0ms",NA,440.733986931,90.010574,11135.807657,321.178468483,88.045982,7931.670451,275.86731785361,3947.6109903528
"157",4096,"flat5","tolerance:0.01","error: 1%","weak","200ms","High load",6.55370452602,6.010268,16.902211,5.75999956559,5.454916,6.469226,6.0960485217422,4045.0368582646
"158",4096,"slowpoke_flat","tolerance:0.01","error: 1%","weak","200ms",NA,39.9120982404,11.46106,329.326454,25.8768038579,10.978495,137.292873,26.0995282244919,4052.1050250243
"159",4096,"google","tolerance:0.01","error: 1%","weak","200ms",NA,172.792692975,105.512456,3337.013613,112.584718039,104.458936,1557.447983,101.266322588629,3945.6622088249
"160",4096,"amazon","tolerance:0.01","error: 1%","weak","200ms",NA,440.014873158,80.481465,15688.028525,355.23833429,76.452115,4291.176746,298.187816928842,3970.2028882037
"161",128,"flat5","consistency:strong","strong","strong","0ms","Uniform
(5ms)",48.527994884,37.136821,293.705657,30.9267797251,26.19158,239.965413,30.3779414145762,3663.2653463892
"162",128,"slowpoke_flat","consistency:strong","strong","strong","0ms",NA,114.670374311,62.03879,702.022303,81.4589217271,31.727847,649.366572,77.5132765088496,1608.0795711093
"163",128,"google","consistency:strong","strong","strong","0ms",NA,504.269118991,455.036114,2424.683482,382.679074859,318.243314,2587.697283,360.223044610369,353.64525517877
"164",128,"amazon","consistency:strong","strong","strong","0ms",NA,546.550136494,342.297329,3611.889723,374.500516192,186.786838,3314.863515,349.723119883219,366.84526136276
"165",128,"flat5","consistency:strong","strong","strong","200ms","Uniform
(5ms)",46.3173450929,37.21085,245.836192,30.5979360374,26.371548,179.025169,29.9551651703932,3566.4931062323
"166",128,"slowpoke_flat","consistency:strong","strong","strong","200ms",NA,104.204313158,52.319769,641.566261,72.495817347,31.619406,629.190925,70.1210317237302,1725.7926932924
"167",128,"google","consistency:strong","strong","strong","200ms",NA,538.606788392,455.869432,2771.911736,383.497430936,322.537367,2771.408038,361.802810141373,364.16648672583
"168",128,"amazon","consistency:strong","strong","strong","200ms",NA,532.421995044,342.827095,3273.179163,386.711452268,192.944863,2947.562305,357.764645003883,374.29080168383
"169",128,"flat5","consistency:weakwrite","weak","weak","0ms","Uniform
(5ms)",6.8772079041,6.417326,26.791507,6.34508095492,6.07604,16.314991,6.52009113367312,4075.4453617505
"170",128,"slowpoke_flat","consistency:weakwrite","weak","weak","0ms",NA,17.9326479693,11.380313,121.318318,19.5895351814,11.06984,160.212511,19.323447509261,3850.1972629948
"171",128,"google","consistency:weakwrite","weak","weak","0ms",NA,56.0323543105,2.628416,399.12052,54.1358901488,2.294646,343.166078,46.9028010638394,2536.5854576764
"172",128,"amazon","consistency:weakwrite","weak","weak","0ms",NA,53.5654557543,2.630932,469.090811,50.9890115887,2.311396,462.148077,45.7264507280646,2596.7985081414
"173",128,"flat5","consistency:weakwrite","weak","weak","200ms","Uniform
(5ms)",6.18303389718,5.903199,7.006797,5.74117858363,5.460832,6.457453,6.02661117333278,4083.2110193482
"174",128,"slowpoke_flat","consistency:weakwrite","weak","weak","200ms",NA,17.217832543,10.839594,120.960051,15.9356823815,10.890683,101.582027,16.6637659616323,3967.5256807007
"175",128,"google","consistency:weakwrite","weak","weak","200ms",NA,54.0130282615,2.448885,391.120877,50.2917187238,2.050128,226.79315,44.4754945293846,2619.7179265531
"176",128,"amazon","consistency:weakwrite","weak","weak","200ms",NA,50.50157887,2.462365,355.432485,43.0175886786,2.057543,306.480192,39.9419491212464,2772.9818977118
"177",128,"flat5","tolerance:0.1","error: 10%","weak","0ms","Uniform
(5ms)",6.51584682748,6.442235,7.046354,6.12014667109,6.085337,6.461239,6.33564824716235,4029.7375664654
"178",128,"slowpoke_flat","tolerance:0.1","error: 10%","weak","0ms",NA,20.511808266,11.38143,173.189244,20.0322175573,11.051603,144.685242,19.9227631316544,3961.0708896272
"179",128,"google","tolerance:0.1","error: 10%","weak","0ms",NA,55.7312987587,2.639972,387.917034,51.337259346,2.275519,355.726101,45.1568123662291,2521.065941462
"180",128,"amazon","tolerance:0.1","error: 10%","weak","0ms",NA,48.1529074671,2.672614,324.257486,55.7247468486,2.337983,435.080008,48.1833159756236,2521.192290559
"181",128,"flat5","tolerance:0.1","error: 10%","weak","200ms","Uniform
(5ms)",6.20982962299,5.945913,6.959272,5.76622141896,5.473171,6.493558,6.04565161511366,4120.1595036163
"182",128,"slowpoke_flat","tolerance:0.1","error: 10%","weak","200ms",NA,23.9127840943,10.917656,212.221702,17.827437176,10.872519,101.662986,18.6476966850438,3846.1525759675
"183",128,"google","tolerance:0.1","error: 10%","weak","200ms",NA,57.6600052501,2.49457,380.92645,49.874583736,2.065304,274.531076,44.5794140653565,2583.4473180784
"184",128,"amazon","tolerance:0.1","error: 10%","weak","200ms",NA,49.1860611845,2.450656,359.010063,46.3806725629,2.042,367.212271,42.1341143921809,2753.0609107889
"185",128,"flat5","tolerance:0.05","error: 5%","weak","0ms","Uniform
(5ms)",7.0797620216,6.468866,26.747548,6.27008461804,6.087689,14.068555,6.49276740800381,4048.9294140747
"186",128,"slowpoke_flat","tolerance:0.05","error: 5%","weak","0ms",NA,20.1239586941,11.39515,122.491789,19.1823951308,11.061689,136.632011,19.2896841330283,3916.813946838
"187",128,"google","tolerance:0.05","error: 5%","weak","0ms",NA,55.1828832459,2.644492,398.453758,54.8973011689,2.311392,366.966831,47.8671312492468,2505.1280574008
"188",128,"amazon","tolerance:0.05","error: 5%","weak","0ms",NA,53.6199354042,2.624619,416.846564,56.1732137266,2.312272,421.866157,49.3726992433945,2442.4764510353
"189",128,"flat5","tolerance:0.05","error: 5%","weak","200ms","Uniform
(5ms)",6.21070088214,5.947283,7.072932,5.75750882159,5.445747,6.501773,6.03632090364854,4046.8969350883
"190",128,"slowpoke_flat","tolerance:0.05","error: 5%","weak","200ms",NA,16.7597543556,10.874808,102.441378,16.6570116718,10.732797,101.799615,17.2411238539092,4013.6145504777
"191",128,"google","tolerance:0.05","error: 5%","weak","200ms",NA,59.0569213858,2.623365,364.063241,48.5648995093,2.101051,251.77842,43.7072760000317,2591.7861260043
"192",128,"amazon","tolerance:0.05","error: 5%","weak","200ms",NA,51.9038531314,2.418027,395.060294,48.5486048634,2.041416,336.290841,43.6344837275072,2587.3224062309
"193",128,"flat5","tolerance:0.01","error: 1%","weak","0ms","Uniform
(5ms)",6.99053866115,6.472266,17.460071,6.25529014565,6.080524,15.032689,6.46231545065932,4022.5169436696
"194",128,"slowpoke_flat","tolerance:0.01","error: 1%","weak","0ms",NA,33.5580013082,11.48861,232.345271,31.671105734,11.124802,211.549382,29.4969863204579,3500.2972870004
"195",128,"google","tolerance:0.01","error: 1%","weak","0ms",NA,67.0727718528,2.834415,418.043192,61.8555449066,2.434056,333.846287,53.7557975492361,2224.1829837694
"196",128,"amazon","tolerance:0.01","error: 1%","weak","0ms",NA,76.4458245573,3.384615,486.85608,71.9681788201,2.705875,454.493706,62.9340481053199,1986.4041479505
"197",128,"flat5","tolerance:0.01","error: 1%","weak","200ms","Uniform
(5ms)",6.514339981,5.969112,16.770517,5.77932023606,5.477962,6.446274,6.07547734313056,4095.1413968597
"198",128,"slowpoke_flat","tolerance:0.01","error: 1%","weak","200ms",NA,22.2653339427,11.013329,129.4843,17.1385557894,10.531096,101.660337,18.0468843970519,4021.8645987168
"199",128,"google","tolerance:0.01","error: 1%","weak","200ms",NA,63.4077547262,2.74712,391.704817,49.9908849657,2.162189,221.592137,44.9082807559957,2598.9332469357
"200",128,"amazon","tolerance:0.01","error: 1%","weak","200ms",NA,97.4815668131,70.210274,660.086151,75.6696796052,2.62338,548.8517,67.7907662161174,1949.002534079
"201",512,"flat5","consistency:strong","strong","strong","0ms",NA,136.249833799,36.94931,2233.227741,103.866846243,24.298211,2196.945774,90.0759199818732,4109.2403307884
"202",512,"slowpoke_flat","consistency:strong","strong","strong","0ms","Slow replica",452.964910944,52.384914,6868.68172,323.049905677,31.632632,6194.134017,280.263894658624,1794.9481539162
"203",512,"google","consistency:strong","strong","strong","0ms",NA,1415.66788456,456.915549,23750.46734,1055.64413842,324.622564,23405.275873,918.353394506309,443.56233744864
"204",512,"amazon","consistency:strong","strong","strong","0ms",NA,1287.52232789,346.908022,19869.075333,1215.98558733,211.649113,20695.290228,1007.2104144901,481.49908885284
"205",512,"flat5","consistency:strong","strong","strong","200ms",NA,131.424562356,37.018502,2480.537529,107.659292338,26.169769,2354.570349,92.334470348444,3969.5317818015
"206",512,"slowpoke_flat","consistency:strong","strong","strong","200ms","Slow replica",375.893811843,52.591365,6058.230729,391.472737294,31.677785,6478.516917,320.415900415986,1788.9013923377
"207",512,"google","consistency:strong","strong","strong","200ms",NA,1317.02994644,457.165151,23443.732613,1281.60880918,303.843112,24198.097757,1062.96008538125,471.41007214239
"208",512,"amazon","consistency:strong","strong","strong","200ms",NA,1343.92549366,345.477935,20030.011778,1071.38844157,193.720738,20103.976777,918.708086981251,486.70120998074
"209",512,"flat5","consistency:weakwrite","weak","weak","0ms",NA,6.49678757245,6.435626,7.07988,6.14022212906,6.075977,6.506121,6.32952074983941,4027.1048417681
"210",512,"slowpoke_flat","consistency:weakwrite","weak","weak","0ms","Slow replica",20.2811991634,11.363768,154.901228,17.7883836447,11.045295,121.139977,18.2836915655126,4004.6487029804
"211",512,"google","consistency:weakwrite","weak","weak","0ms",NA,52.7385903469,2.498465,364.08776,56.6208181747,2.170293,356.890982,49.1818264718276,3905.0647513063
"212",512,"amazon","consistency:weakwrite","weak","weak","0ms",NA,54.8155614735,2.490256,446.383343,55.2277003187,2.206678,524.739071,50.5126658585346,3950.5516499926
"213",512,"flat5","consistency:weakwrite","weak","weak","200ms",NA,6.18501816769,5.912964,7.023168,5.7605110865,5.45275,6.455451,6.03166512801841,4092.1890351234
"214",512,"slowpoke_flat","consistency:weakwrite","weak","weak","200ms","Slow replica",16.6298096904,10.841784,121.638085,15.5920837039,10.734554,101.503907,16.5689405346417,4022.4239268068
"215",512,"google","consistency:weakwrite","weak","weak","200ms",NA,53.564664331,2.211477,388.149401,56.4718193765,2.047063,347.96255,49.4914447324901,3959.3250452444
"216",512,"amazon","consistency:weakwrite","weak","weak","200ms",NA,52.2282001899,2.268946,430.171764,51.1356541711,1.948458,457.444242,46.7911085796503,3929.146317496
"217",512,"flat5","tolerance:0.1","error: 10%","weak","0ms",NA,6.73826096054,6.45609,21.072728,6.33331720158,6.08558,16.337858,6.49577198915024,4016.4930984917
"218",512,"slowpoke_flat","tolerance:0.1","error: 10%","weak","0ms","Slow replica",24.0435486241,11.382749,207.20298,20.255534408,11.059152,175.384476,20.5834540788481,3888.1784710886
"219",512,"google","tolerance:0.1","error: 10%","weak","0ms",NA,55.4746684163,2.475708,338.519211,55.6023841932,2.186849,381.444168,48.65656534128,3961.2631073357
"220",512,"amazon","tolerance:0.1","error: 10%","weak","0ms",NA,58.6654376649,2.487579,480.524501,60.882662649,2.211206,540.688247,53.9820853410793,3878.6704010563
"221",512,"flat5","tolerance:0.1","error: 10%","weak","200ms",NA,6.23356133229,5.956481,6.990543,5.78655788754,5.460282,6.537361,6.05815164575512,4011.7391767681
"222",512,"slowpoke_flat","tolerance:0.1","error: 10%","weak","200ms","Slow replica",17.4039407953,10.861105,102.679645,16.2758170743,10.989618,101.718993,17.0436400095786,4144.0790264742
"223",512,"google","tolerance:0.1","error: 10%","weak","200ms",NA,53.3767743439,2.329404,393.750105,52.6821887249,1.954621,321.469274,46.9233416956363,4013.4006726082
"224",512,"amazon","tolerance:0.1","error: 10%","weak","200ms",NA,58.3641937748,2.354113,391.382544,51.4964857397,1.950653,508.683369,47.6509502475412,4014.4624380158
"225",512,"flat5","tolerance:0.05","error: 5%","weak","0ms",NA,7.94788961909,6.422626,26.958067,6.82623284031,6.04673,16.417342,6.97114962539215,4113.8091096377
"226",512,"slowpoke_flat","tolerance:0.05","error: 5%","weak","0ms","Slow replica",18.9822920271,11.369681,121.759647,17.8471414276,11.026991,121.271957,18.1738559643001,3987.7161682421
"227",512,"google","tolerance:0.05","error: 5%","weak","0ms",NA,76.9992848933,2.623505,530.750648,72.1949502441,2.325939,455.339285,62.6989546328398,3942.5942054551
"228",512,"amazon","tolerance:0.05","error: 5%","weak","0ms",NA,104.20196778,3.138593,971.677229,111.404244992,2.459207,1410.770064,93.9350463398005,3666.3824088576
"229",512,"flat5","tolerance:0.05","error: 5%","weak","200ms",NA,6.17444536556,5.933002,6.93404,5.79823849138,5.492001,6.478618,6.06175808962991,4012.1838178991
"230",512,"slowpoke_flat","tolerance:0.05","error: 5%","weak","200ms","Slow replica",18.4434918592,10.884835,120.911282,14.8311125263,10.735075,101.577294,16.2344050818592,3973.6801866041
"231",512,"google","tolerance:0.05","error: 5%","weak","200ms",NA,92.175603301,2.726774,633.196,81.7471465221,2.277381,393.904186,71.0745295248196,3660.097276465
"232",512,"amazon","tolerance:0.05","error: 5%","weak","200ms",NA,51.3745521356,2.242305,418.960646,52.8148766162,1.991379,472.084593,47.4594334009898,3886.7388617511
"233",512,"flat5","tolerance:0.01","error: 1%","weak","0ms",NA,7.58627951195,6.454166,26.994679,6.88123676711,6.072288,16.557573,6.97407128446621,4110.9621510712
"234",512,"slowpoke_flat","tolerance:0.01","error: 1%","weak","0ms","Slow replica",57.5909336572,11.449429,698.879837,55.1276005366,11.115325,759.34593,48.4296707677832,4046.0066975903
"235",512,"google","tolerance:0.01","error: 1%","weak","0ms",NA,246.878189938,110.118201,6217.991235,275.453287664,109.809449,6340.731778,221.619765600009,2452.3609473225
"236",512,"amazon","tolerance:0.01","error: 1%","weak","0ms",NA,286.609142293,91.711985,6409.24474,356.870601179,85.925603,7044.237269,285.063950779071,2306.2179486138
"237",512,"flat5","tolerance:0.01","error: 1%","weak","200ms",NA,6.28515074485,5.979284,7.293559,5.77569832607,5.454954,6.438082,6.07608230269234,4114.472248832
"238",512,"slowpoke_flat","tolerance:0.01","error: 1%","weak","200ms","Slow replica",56.2844941113,11.403121,1110.329045,27.6399864611,10.991504,101.87298,29.1183397902952,4134.601539843
"239",512,"google","tolerance:0.01","error: 1%","weak","200ms",NA,96.3635246205,2.776474,789.83536,67.3727457066,2.281046,344.701114,61.0741710277176,3869.6736442187
"240",512,"amazon","tolerance:0.01","error: 1%","weak","200ms",NA,194.800414676,79.158814,3116.398279,130.063457721,74.937606,1714.117975,116.008153831323,3667.2919910062
"241",2048,"flat5","consistency:strong","strong","strong","0ms",NA,122.336079803,37.11028,2678.858571,95.9206173329,26.297374,2263.89836,83.2398266498651,3963.0357149005
"242",2048,"slowpoke_flat","consistency:strong","strong","strong","0ms",NA,1000.52961838,62.851676,20597.951106,881.470552962,31.867065,19127.339636,721.314568454467,2250.6325507874
"243",2048,"google","consistency:strong","strong","strong","0ms",NA,3021.53147076,505.481591,35916.724886,2531.40832537,334.783958,34540.113625,2103.7911520566,694.64906366147
"244",2048,"amazon","consistency:strong","strong","strong","0ms","Geo-
distributed",2362.78314973,363.919025,37127.209232,2661.48764622,251.154109,38653.45298,2113.2904233645,756.40172496105
"245",2048,"flat5","consistency:strong","strong","strong","200ms",NA,293.05466626,37.286841,5325.579387,175.587687014,26.301381,5244.768117,155.948476604289,4081.2864322108
"246",2048,"slowpoke_flat","consistency:strong","strong","strong","200ms",NA,1204.74205282,52.488479,22203.642773,1095.81011055,31.643035,21189.540788,891.914098823689,2266.4401073147
"247",2048,"google","consistency:strong","strong","strong","200ms",NA,2852.48645838,503.092464,38628.056967,2742.97049609,335.695534,36871.623721,2240.8289584503,719.79249270625
"248",2048,"amazon","consistency:strong","strong","strong","200ms","Geo-
distributed",2876.35028319,371.885889,40949.392829,3318.93212597,253.904304,42112.593006,2634.04336964176,702.04663174144
"249",2048,"flat5","consistency:weakwrite","weak","weak","0ms",NA,6.56118227947,6.411439,7.397996,6.27425588211,6.067148,16.330927,6.42773507505478,4005.5755820212
"250",2048,"slowpoke_flat","consistency:weakwrite","weak","weak","0ms",NA,16.0576694839,11.335918,102.364972,16.208326127,11.041765,101.642682,16.8557435881881,3987.6579645813
"251",2048,"google","consistency:weakwrite","weak","weak","0ms",NA,57.9237019828,2.504979,391.922137,57.3180362384,2.198108,419.111696,50.0210605684952,4081.6903189025
"252",2048,"amazon","consistency:weakwrite","weak","weak","0ms","Geo-
distributed",58.2715689444,2.487205,473.316033,68.6122174614,2.240384,510.470327,60.7508917735453,3971.275258659
"253",2048,"flat5","consistency:weakwrite","weak","weak","200ms",NA,6.14862093539,5.902172,6.91317,5.77827218329,5.470771,6.485995,6.04794423887773,4048.0388217426
"254",2048,"slowpoke_flat","consistency:weakwrite","weak","weak","200ms",NA,16.0533174526,10.840657,102.769427,15.8596065151,10.913607,101.546384,16.6093674050391,4024.4767807799
"255",2048,"google","consistency:weakwrite","weak","weak","200ms",NA,54.5378393761,2.325937,381.669891,51.3775402172,1.936892,381.669277,45.6093575206612,4075.3512663938
"256",2048,"amazon","consistency:weakwrite","weak","weak","200ms","Geo-
distributed",53.49657619,2.275958,428.24828,51.1722642151,1.975493,432.123896,47.1106062313936,4028.1822900214
"257",2048,"flat5","tolerance:0.1","error: 10%","weak","0ms",NA,6.9376188026,6.453998,26.723875,6.39076361038,6.076785,16.333922,6.56628576241783,4128.3706365327
"258",2048,"slowpoke_flat","tolerance:0.1","error: 10%","weak","0ms",NA,19.4693469902,11.378259,102.464984,23.23206221,11.047835,151.013851,22.1563012494051,4014.8771579323
"259",2048,"google","tolerance:0.1","error: 10%","weak","0ms",NA,54.8810799005,2.457083,342.62932,61.0136589305,2.186086,438.541195,52.4052607133904,4083.5272908668
"260",2048,"amazon","tolerance:0.1","error: 10%","weak","0ms","Geo-
distributed",53.752778673,2.477711,413.057518,54.4256065967,2.171769,506.840231,49.2995954602341,3978.8418708435
"261",2048,"flat5","tolerance:0.1","error: 10%","weak","200ms",NA,6.17836591154,5.92746,6.986854,5.77406033948,5.464459,6.446642,6.05052331031246,4022.362217609
"262",2048,"slowpoke_flat","tolerance:0.1","error: 10%","weak","200ms",NA,17.0727530494,10.869673,121.022088,15.5661515368,10.894334,101.590214,16.5219954212947,4072.0007989439
"263",2048,"google","tolerance:0.1","error: 10%","weak","200ms",NA,48.2404041884,2.154885,342.954466,49.4688765936,1.936435,290.202054,43.6962475957611,4009.4376186907
"264",2048,"amazon","tolerance:0.1","error: 10%","weak","200ms","Geo-
distributed",63.5540556605,2.310445,501.941234,63.7272736175,2.028133,530.881617,57.3452319464403,3991.1589825595
"265",2048,"flat5","tolerance:0.05","error: 5%","weak","0ms",NA,6.65451405108,6.446269,7.207732,6.12762194963,6.080538,6.459953,6.33837469816299,4046.9726022181
"266",2048,"slowpoke_flat","tolerance:0.05","error: 5%","weak","0ms",NA,20.2100902793,11.371399,122.773361,20.7117862165,11.036552,134.233825,20.5495390356228,4181.0539638972
"267",2048,"google","tolerance:0.05","error: 5%","weak","0ms",NA,61.937946823,2.443563,431.955601,61.8685108443,2.220907,439.275136,53.4174603350312,4099.6030352082
"268",2048,"amazon","tolerance:0.05","error: 5%","weak","0ms","Geo-
distributed",64.616939966,2.526804,500.394163,60.8412393506,2.226048,549.798479,54.8274490823471,4019.2483575784
"269",2048,"flat5","tolerance:0.05","error: 5%","weak","200ms",NA,6.18675036772,5.933378,7.024951,5.76703850141,5.476105,6.440306,6.03368565428291,4118.4215024157
"270",2048,"slowpoke_flat","tolerance:0.05","error: 5%","weak","200ms",NA,16.6311041129,10.881193,102.374119,16.7867715474,10.966021,101.657701,17.2482125518329,3992.3337885671
"271",2048,"google","tolerance:0.05","error: 5%","weak","200ms",NA,57.9872552494,2.375499,433.713175,58.402167806,2.038661,369.231997,50.8102462595081,3930.6340720172
"272",2048,"amazon","tolerance:0.05","error: 5%","weak","200ms","Geo-
distributed",52.4010601119,2.329864,406.093222,51.4503295574,1.884345,454.847496,46.5930357814704,3914.6563984804
"273",2048,"flat5","tolerance:0.01","error: 1%","weak","0ms",NA,6.98239033899,6.47172,17.616978,6.15473041492,6.088183,6.903701,6.40355726443185,4074.1298419931
"274",2048,"slowpoke_flat","tolerance:0.01","error: 1%","weak","0ms",NA,158.636691343,11.507546,5558.898703,189.324939029,11.133085,7824.476144,152.33304631272,4014.0425115016
"275",2048,"google","tolerance:0.01","error: 1%","weak","0ms",NA,476.882548101,112.836399,16077.710323,370.378714579,110.655003,11554.795438,311.093452110547,3255.2650554554
"276",2048,"amazon","tolerance:0.01","error: 1%","weak","0ms","Geo-
distributed",304.23910314,85.74759,5338.418002,329.422342783,83.335683,10121.861754,266.039720366282,3604.5284692256
"277",2048,"flat5","tolerance:0.01","error: 1%","weak","200ms",NA,6.27300233127,5.990952,10.491139,5.7784979753,5.443398,6.505694,6.05763707078602,4078.4942161592
"278",2048,"slowpoke_flat","tolerance:0.01","error: 1%","weak","200ms",NA,43.1319068859,11.386095,418.447251,27.7733601438,11.033856,121.271203,27.7691415640961,4078.2993857748
"279",2048,"google","tolerance:0.01","error: 1%","weak","200ms",NA,107.781519914,14.055293,1067.49389,75.4253323971,2.300907,510.757614,68.1362207260184,3950.5204060848
"280",2048,"amazon","tolerance:0.01","error: 1%","weak","200ms","Geo-
distributed",209.693862448,80.117126,2902.515358,129.360795147,73.698669,1675.945521,117.189824153768,3982.4287477933
"281",4096,"flat5","consistency:strong","strong","strong","0ms","High load",134.911367751,37.198033,3192.954901,108.261540034,26.201905,2920.023979,93.196754839594,4054.4014077235
"282",4096,"slowpoke_flat","consistency:strong","strong","strong","0ms",NA,1386.30115163,71.918711,26341.262141,1286.24786856,39.839922,26248.909604,1041.62349069349,2789.4711982672
"283",4096,"google","consistency:strong","strong","strong","0ms",NA,3287.96407317,592.356498,35862.551805,3264.13870927,449.023001,37054.491621,2669.15164718465,916.76961654051
"284",4096,"amazon","consistency:strong","strong","strong","0ms",NA,3885.64114288,502.812668,39820.27109,3304.08791099,351.51923,36464.890201,2735.68208503977,944.0891276377
"285",4096,"flat5","consistency:strong","strong","strong","200ms","High load",200.262968041,37.248895,5614.549959,232.373023625,26.326275,5926.588851,186.290520146892,4099.0975939875
"286",4096,"slowpoke_flat","consistency:strong","strong","strong","200ms",NA,1465.60646099,66.365542,32024.926757,1120.22427677,33.05026,30594.926724,933.690116642174,2739.3882174508
"287",4096,"google","consistency:strong","strong","strong","200ms",NA,3714.38233897,576.469614,40903.53865,3622.35596516,447.155928,37451.113637,2940.48846900828,889.20833899743
"288",4096,"amazon","consistency:strong","strong","strong","200ms",NA,3621.65890682,506.217166,35951.166017,3434.55401516,371.382176,42260.649396,2795.30940209889,956.2537495734
"289",4096,"flat5","consistency:weakwrite","weak","weak","0ms","High load",6.57828437844,6.42874,6.993976,6.16805283471,6.088492,6.553338,6.36023140729612,4127.5308324809
"290",4096,"slowpoke_flat","consistency:weakwrite","weak","weak","0ms",NA,24.9274414046,11.344572,211.849094,19.506623599,11.015777,101.627385,20.0860382854783,4065.9249056085
"291",4096,"google","consistency:weakwrite","weak","weak","0ms",NA,58.3230568973,2.442066,439.332428,57.4253124932,2.180381,386.634344,49.7976255320259,3996.8850625376
"292",4096,"amazon","consistency:weakwrite","weak","weak","0ms",NA,58.3259607344,2.425283,480.382874,60.797473547,2.261339,483.022453,53.7451593977427,4034.3598706102
"293",4096,"flat5","consistency:weakwrite","weak","weak","200ms","High load",6.2363473032,5.935242,7.045432,5.74703449067,5.461739,6.443386,6.03122885034488,4043.793748273
"294",4096,"slowpoke_flat","consistency:weakwrite","weak","weak","200ms",NA,17.0144392144,10.855501,102.433037,16.3072487534,10.90547,121.196959,16.9633329052637,3982.9765618152
"295",4096,"google","consistency:weakwrite","weak","weak","200ms",NA,59.7674504081,2.37659,394.131525,74.4000041554,2.434184,391.227246,68.1026862234296,3966.4399098829
"296",4096,"amazon","consistency:weakwrite","weak","weak","200ms",NA,49.6954106137,2.246508,365.487893,44.7324004494,1.943901,400.083459,42.3521925192531,4035.4114220223
"297",4096,"flat5","tolerance:0.1","error: 10%","weak","0ms","High load",6.71200576347,6.467924,14.893326,6.17911478733,6.089788,6.590783,6.37943022576113,4028.6259071647
"298",4096,"slowpoke_flat","tolerance:0.1","error: 10%","weak","0ms",NA,18.9871680094,11.363896,102.485664,17.5968618539,11.029054,121.241118,18.169002359695,3970.8600808533
"299",4096,"google","tolerance:0.1","error: 10%","weak","0ms",NA,54.5480980404,2.409772,381.152657,65.8951070968,2.196173,444.275447,55.9272896450253,4011.3690169054
"300",4096,"amazon","tolerance:0.1","error: 10%","weak","0ms",NA,79.4625876899,2.775131,548.221243,85.295581328,2.421935,710.869368,73.9313748709289,3994.9312427292
"301",4096,"flat5","tolerance:0.1","error: 10%","weak","200ms","High load",6.22863958745,5.939057,7.21657,5.75094703286,5.440473,6.477662,6.03835764903617,4183.6956482345
"302",4096,"slowpoke_flat","tolerance:0.1","error: 10%","weak","200ms",NA,15.0805583973,10.887593,102.62555,16.0155170551,10.796222,101.68253,16.5268636025439,3860.6897415163
"303",4096,"google","tolerance:0.1","error: 10%","weak","200ms",NA,58.5892108608,2.319531,388.053659,52.4594441028,1.963576,339.568332,47.0226914160499,3930.2572472522
"304",4096,"amazon","tolerance:0.1","error: 10%","weak","200ms",NA,94.6362954779,2.543369,612.699644,66.5131174458,2.286157,578.483375,62.5212239928886,4010.7077100924
"305",4096,"flat5","tolerance:0.05","error: 5%","weak","0ms","High load",6.65433771628,6.43165,16.698436,6.12635243098,6.054686,6.564924,6.34068799193274,4099.3407568155
"306",4096,"slowpoke_flat","tolerance:0.05","error: 5%","weak","0ms",NA,31.3691845256,11.39488,234.461559,43.7137382923,11.076102,1056.686422,37.7869993998919,4017.413460141
"307",4096,"google","tolerance:0.05","error: 5%","weak","0ms",NA,58.0970719869,2.435923,389.751353,62.5517018704,2.246409,408.714904,53.8475832355525,3975.3101447028
"308",4096,"amazon","tolerance:0.05","error: 5%","weak","0ms",NA,56.9301429501,2.510936,460.212967,63.7135858168,2.21235,594.343553,56.7225285304786,3894.3832997009
"309",4096,"flat5","tolerance:0.05","error: 5%","weak","200ms","High load",6.1772514628,5.907314,6.958134,5.72774872895,5.450809,6.4719,6.01001186670458,4181.2310795673
"310",4096,"slowpoke_flat","tolerance:0.05","error: 5%","weak","200ms",NA,19.035781733,10.874333,120.812356,15.8383256949,10.938421,120.959472,16.8605937703303,4074.2783430676
"311",4096,"google","tolerance:0.05","error: 5%","weak","200ms",NA,194.067164818,104.194455,530.651987,173.972507453,104.343882,498.104953,145.728465691877,3981.3368895154
"312",4096,"amazon","tolerance:0.05","error: 5%","weak","200ms",NA,94.2333280762,3.047208,725.855387,79.4085861577,2.297885,729.761452,71.5403753924276,4028.8232586067
"313",4096,"flat5","tolerance:0.01","error: 1%","weak","0ms","High load",6.59211738632,6.479563,9.063943,6.18259118149,6.094618,6.655348,6.37153173609301,3945.4507875866
