"","load","honeycomb_mode","ipa_bound","bound","ipa_consistency","lease","condition","mix","read_lat_mean","read_lat_median","read_lat_p95","read_lat_p99","read_rate","incr_lat_mean","incr_lat_median","incr_rate","overall_latency_mean","read_strong_fraction"
"31",512,"slowpoke_flat","latency:10ms","latency: 10ms","strong","0ms","Slow replica","default",11.4766118816,10.570578,11.640998,12.454561,3178.32585629,46.9909855183,45.428825,799.8299518,18.57948660894,0
"32",2048,"amazon","latency:10ms","latency: 10ms","strong","0ms","Geo-
distributed","default",10.1873803513,1.512001,31.831942,272.439706,3152.82827008,129.751908584,117.814437,777.019697106,34.10028599784,0
"33",4096,"flat5","tolerance:0.1","error: 10%","strong","0ms","High load","default",5.85800488781,5.600177,6.175326,8.858617,4863.21826075,6.34701214621,5.42942,1211.81697254,5.95580633949,0
"34",4096,"flat5","tolerance:0.05","error: 5%","strong","0ms","High load","default",6.02835016325,5.703983,6.255569,8.353034,4890.6183868,6.37592270452,5.633983,1217.05230211,6.097864671504,0
"35",4096,"flat5","tolerance:0.01","error: 1%","strong","0ms","High load","default",6.47450483775,5.753154,7.826285,25.085549,4908.39766953,11.7292283306,5.709077,1222.49722725,7.52544953632,0
"36",4096,"flat5","consistency:strong","strong","strong","0ms","High load","default",22.031059682,19.882193,35.149022,39.640895,5649.99822582,18.99192443,18.898375,1417.16738846,21.4232326316,1
"37",4096,"flat5","consistency:weakwrite","weak","strong","0ms","High load","default",5.49541363308,5.324386,5.934836,6.565539,6478.44808639,5.50116530455,5.364282,1614.43101555,5.496563967374,0
"38",4096,"flat5","latency:50ms","latency: 50ms","strong","0ms","High load","default",23.8923261888,21.975073,38.432997,45.983336,3173.93629006,20.9296527684,20.762698,783.417282669,23.29979150472,0.996625191051114
"39",4096,"flat5","latency:20ms","latency: 20ms","strong","0ms","High load","default",19.2397144376,19.431093,19.549398,19.800254,3147.13385669,21.0518214191,20.828578,780.341346332,19.6021358339,0.197485122897801
"40",4096,"flat5","latency:10ms","latency: 10ms","strong","0ms","High load","default",5.51397951362,5.405179,5.548128,5.917506,3216.35066883,23.9543985508,23.941264,810.576109246,9.202063321056,0
"41",4096,"fast","tolerance:0.1","error: 10%","strong","0ms","Local","default",0.793660273209,0.607885,1.360854,3.630547,4848.03976641,0.935491644587,0.395592,1211.15576686,0.8220265474846,0
"42",128,"flat5","tolerance:0.1","error: 10%","strong","0ms","Uniform
(5ms)","default",7.01014271481,6.583294,9.104885,10.536585,5388.79084728,7.79592883865,6.502089,1341.62852234,7.167299939578,0
"43",512,"slowpoke_flat","tolerance:0.1","error: 10%","strong","0ms","Slow replica","default",21.2220349478,12.838692,80.713178,238.890525,5320.41801005,24.2151203067,12.57516,1321.55032963,21.82065201958,0
"44",2048,"amazon","tolerance:0.1","error: 10%","strong","0ms","Geo-
distributed","default",19.4347366902,1.860947,109.63116,405.593748,5166.20379844,45.2103705108,1.716939,1261.34564681,24.58986345432,0
"45",4096,"fast","tolerance:0.05","error: 5%","strong","0ms","Local","default",0.75013435224,0.480923,1.139665,1.814667,4997.06860802,0.786196159038,0.388646,1251.76034473,0.7573467135996,0
"46",128,"flat5","tolerance:0.05","error: 5%","strong","0ms","Uniform
(5ms)","default",5.88207762053,5.690868,6.213095,8.045846,5440.27337054,6.27950750874,5.631106,1360.27588208,5.961563598172,0
"47",512,"slowpoke_flat","tolerance:0.05","error: 5%","strong","0ms","Slow replica","default",17.1324421221,12.335414,17.058712,153.443471,5488.65132806,24.4984314168,12.358969,1361.54143695,18.60563998104,0
"48",2048,"amazon","tolerance:0.05","error: 5%","strong","0ms","Geo-
distributed","default",27.8512928582,1.756513,185.098421,693.297998,5127.49065336,46.0771413464,1.729406,1260.47134555,31.49646255584,0
"49",4096,"fast","tolerance:0.01","error: 1%","strong","0ms","Local","default",0.720599404753,0.551873,1.235577,2.40933,4869.78469606,0.692212660188,0.411899,1216.44197865,0.71492205584,0
"50",128,"flat5","tolerance:0.01","error: 1%","strong","0ms","Uniform
(5ms)","default",7.60194138775,6.523706,12.048387,27.279631,5520.63547365,12.2549760555,6.924087,1373.39406479,8.5325483213,0
"51",512,"slowpoke_flat","tolerance:0.01","error: 1%","strong","0ms","Slow replica","default",50.3382715174,12.779417,241.93278,523.518558,4911.40664499,83.6429583552,13.354545,1214.56939243,56.99920888496,0
"52",2048,"amazon","tolerance:0.01","error: 1%","strong","0ms","Geo-
distributed","default",257.876381363,2.236486,1149.347619,2498.254518,4590.44761462,296.949063536,2.067528,1133.00533745,265.6909177976,0
"53",4096,"fast","consistency:strong","strong","strong","0ms","Local","default",0.741481445434,0.628879,1.129418,1.226541,5892.29349725,0.679285643102,0.645236,1475.62493093,0.7290422849676,1
"54",128,"flat5","consistency:strong","strong","strong","0ms","Uniform
(5ms)","default",23.3572613372,21.476432,37.540187,43.495658,3661.71012171,20.8311365515,20.51353,915.25105014,22.85203638006,1
"55",512,"slowpoke_flat","consistency:strong","strong","strong","0ms","Slow replica","default",67.9236389086,58.716025,112.250136,419.667216,4495.27639663,58.2897621074,45.913102,1122.81103907,65.99686354836,1
"56",2048,"amazon","consistency:strong","strong","strong","0ms","Geo-
distributed","default",833.179136353,766.924677,2186.328879,2724.397629,1209.44505368,771.146546639,739.416827,304.598403292,820.7726184102,1
"57",4096,"fast","consistency:weakwrite","weak","strong","0ms","Local","default",0.33882713233,0.267374,0.577735,0.754167,6549.60714473,0.301128689153,0.283413,1639.15220949,0.3312874436946,0
"58",128,"flat5","consistency:weakwrite","weak","strong","0ms","Uniform
(5ms)","default",7.55749507567,5.456656,20.140278,22.920748,6327.98708918,5.57993095167,5.398144,1570.83924255,7.16198225087,0
"59",512,"slowpoke_flat","consistency:weakwrite","weak","strong","0ms","Slow replica","default",15.7275586602,11.001576,34.67788,37.788485,6219.57446332,12.0409053511,10.787905,1552.07953076,14.99022799838,0
"60",2048,"amazon","consistency:weakwrite","weak","strong","0ms","Geo-
distributed","default",6.00662144681,1.502734,2.069551,175.91265,6180.17035523,8.18327484334,1.515273,1542.37178137,6.441952126116,0
"61",4096,"fast","latency:50ms","latency: 50ms","strong","0ms","Local","default",2.25879391949,0.637166,0.954542,49.679651,3212.63651345,0.716217541569,0.690765,803.484688459,1.9502786439058,0.972875079264426
"62",128,"flat5","latency:50ms","latency: 50ms","strong","0ms","Uniform
(5ms)","default",23.7275057019,21.938014,39.340695,45.575159,3148.17810738,20.9575926556,20.700044,780.075647386,23.17352309264,0.995888684585666
"63",512,"slowpoke_flat","latency:50ms","latency: 50ms","strong","0ms","Slow replica","default",37.3278716334,35.040758,49.685596,49.96974,3183.27091529,37.7665579865,34.734066,793.63817661,37.41560890402,0.839338161335747
"64",2048,"amazon","latency:50ms","latency: 50ms","strong","0ms","Geo-
distributed","default",11.567118683,1.492763,14.455844,357.211559,3115.37386883,124.894489423,116.630952,772.298369903,34.232592831,0
"65",4096,"fast","latency:20ms","latency: 20ms","strong","0ms","Local","default",1.23028254974,0.646098,0.924635,19.705262,3233.0516103,0.703542199601,0.693213,797.663500532,1.1249344797122,0.972507118917421
"66",128,"flat5","latency:20ms","latency: 20ms","strong","0ms","Uniform
(5ms)","default",19.2315129891,19.427773,19.569006,19.910989,3127.29278621,21.0238965912,20.661399,784.406068239,19.58998970952,0.188116132121629
"67",512,"slowpoke_flat","latency:20ms","latency: 20ms","strong","0ms","Slow replica","default",11.3622667911,10.647122,11.836974,13.216768,3165.87412274,49.9634270203,45.988083,789.255262214,19.08249883694,0
"68",2048,"amazon","latency:20ms","latency: 20ms","strong","0ms","Geo-
distributed","default",11.5241157326,1.552377,33.081453,327.201571,3153.62581786,126.719609483,118.118066,780.748304073,34.56321448268,0
"69",4096,"fast","latency:10ms","latency: 10ms","strong","0ms","Local","default",0.905853748383,0.651724,0.89403,9.700305,3131.45330896,0.704738805147,0.701379,779.210792793,0.8656307597358,0.971213809042924
"70",128,"flat5","latency:10ms","latency: 10ms","strong","0ms","Uniform
(5ms)","default",5.44625561979,5.397601,5.52954,5.642703,3252.02309845,23.8033784313,23.748719,813.313661526,9.117680182092,0
"71",512,"slowpoke_flat","latency:10ms","latency: 10ms","strong","0ms","Slow replica","default",11.7532558136,10.590457,11.646834,13.370825,3153.97814814,47.5830782767,46.069337,790.017968883,18.91922030622,0
"72",2048,"amazon","latency:10ms","latency: 10ms","strong","0ms","Geo-
distributed","default",12.4612295553,1.533687,55.754595,307.271323,3169.82176807,136.010469199,120.309018,789.175787148,37.17107748404,0
"73",4096,"flat5","tolerance:0.1","error: 10%","strong","0ms","High load","default",6.90374741899,6.240145,8.656422,12.057029,5115.37117354,7.74249625192,6.140535,1275.6473282,7.071497185576,0
"74",4096,"flat5","tolerance:0.05","error: 5%","strong","0ms","High load","default",6.08456166724,5.670012,6.285393,17.519187,4709.05363999,6.58555552262,5.610974,1175.23912532,6.184760438316,0
"75",4096,"flat5","tolerance:0.01","error: 1%","strong","0ms","High load","default",7.89492407108,6.707771,15.856678,29.879568,4925.34887159,12.5629725895,7.330268,1228.69334174,8.828533774764,0
"76",4096,"flat5","consistency:strong","strong","strong","0ms","High load","default",22.3539929566,19.914597,35.60309,38.876605,5714.92763562,19.19644947,18.994994,1419.33664917,21.72248425928,1
"77",4096,"flat5","consistency:weakwrite","weak","strong","0ms","High load","default",5.46837137678,5.328824,6.035663,6.568474,6486.45335712,5.45747076152,5.356453,1621.96091873,5.466191253728,0
"78",4096,"flat5","latency:50ms","latency: 50ms","strong","0ms","High load","default",23.5307003652,21.606609,37.195482,46.379249,3187.38346765,20.8350881068,20.438602,794.916639495,22.99157791352,0.994577455080189
"79",4096,"flat5","latency:20ms","latency: 20ms","strong","0ms","High load","default",19.1542948338,19.420279,19.569483,19.832181,3232.80151414,20.9817329386,20.732427,805.399282098,19.51978245476,0.212872658063412
"80",4096,"flat5","latency:10ms","latency: 10ms","strong","0ms","High load","default",5.44550812803,5.395258,5.533522,5.614698,3227.6249023,23.8631780839,23.73658,809.306866673,9.129042119204,0
"81",4096,"fast","tolerance:0.1","error: 10%","strong","0ms","Local","default",0.921390971891,0.576243,1.194895,4.276509,4827.84398123,0.621814639437,0.383365,1213.69662283,0.8614757054002,0
"82",128,"flat5","tolerance:0.1","error: 10%","strong","0ms","Uniform
(5ms)","default",5.94327500948,5.693063,6.234595,12.242184,5318.69255442,6.14418231192,5.535723,1329.95564234,5.983456469968,0
"83",512,"slowpoke_flat","tolerance:0.1","error: 10%","strong","0ms","Slow replica","default",17.4455946206,12.654693,24.600772,117.361506,5390.58626094,24.9981709433,12.372727,1339.88639388,18.95610988514,0
"84",2048,"amazon","tolerance:0.1","error: 10%","strong","0ms","Geo-
distributed","default",21.6575551744,1.85413,187.409544,397.143689,5145.57539532,38.1385901134,1.688334,1263.92020078,24.9537621622,0
"85",4096,"fast","tolerance:0.05","error: 5%","strong","0ms","Local","default",0.575953928456,0.474642,0.938603,1.437023,5010.22317156,0.511859208789,0.387234,1257.79150427,0.5631349845226,0
"86",128,"flat5","tolerance:0.05","error: 5%","strong","0ms","Uniform
(5ms)","default",6.02269428872,5.771069,6.451773,12.847757,5332.1724821,6.66625827306,5.670703,1326.52550112,6.151407085588,0
"87",512,"slowpoke_flat","tolerance:0.05","error: 5%","strong","0ms","Slow replica","default",18.3774420596,12.572178,19.22375,197.626889,5404.50249272,26.0767162774,12.736703,1340.87437938,19.91729690316,0
"88",2048,"amazon","tolerance:0.05","error: 5%","strong","0ms","Geo-
distributed","default",28.1091323555,1.800198,231.599656,478.517977,5119.76626563,29.8910131491,1.708198,1261.89727808,28.46550851422,0
"89",4096,"fast","tolerance:0.01","error: 1%","strong","0ms","Local","default",0.681845975937,0.550836,1.304358,1.870248,4972.80465309,0.662316926609,0.426325,1246.79072319,0.6779401660714,0
"90",128,"flat5","tolerance:0.01","error: 1%","strong","0ms","Uniform
(5ms)","default",6.44316297823,5.654465,7.124316,28.663112,5401.7084591,11.3274337036,5.594264,1344.96287424,7.420017123304,0
"91",512,"slowpoke_flat","tolerance:0.01","error: 1%","strong","0ms","Slow replica","default",63.5051617942,12.859195,334.132255,549.283502,4888.20572818,78.4944759998,13.195494,1215.09928859,66.50302463532,0
"92",2048,"amazon","tolerance:0.01","error: 1%","strong","0ms","Geo-
distributed","default",237.260248186,2.143728,1257.890991,2807.983345,4440.89551872,267.198271671,2.038451,1097.87403626,243.247852883,0
"93",4096,"fast","consistency:strong","strong","strong","0ms","Local","default",0.742929604774,0.635797,1.094386,1.28137,5762.18764679,0.708746338442,0.647888,1438.14185861,0.7360929515076,1
"94",128,"flat5","consistency:strong","strong","strong","0ms","Uniform
(5ms)","default",23.2291928783,21.415179,38.071092,44.272593,3650.49386121,20.5649108962,20.217387,908.664626669,22.69633648188,1
"95",512,"slowpoke_flat","consistency:strong","strong","strong","0ms","Slow replica","default",70.6742827445,63.093697,115.656383,387.399067,4332.10259189,67.0712657789,51.873216,1084.43494481,69.95367935138,1
"96",2048,"amazon","consistency:strong","strong","strong","0ms","Geo-
distributed","default",790.994814873,751.219228,1780.366584,2661.156512,1282.67838973,750.331412593,728.675599,318.012550378,782.862134417,1
