"","load","honeycomb_mode","ipa_bound","bound","ipa_consistency","lease","condition","retweet_lat_mean","retweet_lat_median","retweet_lat_p99","tweet_load_lat_mean","tweet_load_lat_median","tweet_load_lat_p99","timeline_lat_mean","timeline_lat_median","timeline_lat_p99","overall_lat_mean","overall_rate","containers"
"169",512,"fast","latency:20ms","latency: 20ms","weak","20ms",NA,32.13666122,30.383938,112.415218,16.0395660979,16.908659,58.942875,55.1333304096,56.91878,151.315551,49.6790619945387,3452.7678295591,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"170",512,"flat5","latency:20ms","latency: 20ms","weak","20ms",NA,56.0462927611,49.578694,161.952046,21.5246837607,19.430486,64.868784,72.6273169203,67.225327,200.316758,69.3168325966035,3204.3038877076,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"171",512,"slowpoke_flat","latency:20ms","latency: 20ms","weak","20ms","Slow replica",92.9791812578,78.363728,328.579512,29.4639765315,25.663607,62.879107,107.992253458,95.916201,481.86351,108.6170706801,2321.2064384535,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"172",512,"google","latency:20ms","latency: 20ms","weak","20ms",NA,208.334012479,174.627112,746.756706,30.7203245965,21.9697,323.778875,106.423925424,70.119041,718.356797,144.409226872541,1856.1917731581,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"173",512,"amazon","latency:20ms","latency: 20ms","weak","20ms",NA,174.067591864,146.590782,660.427772,30.5247502339,21.067671,223.102292,107.174332936,69.118016,946.396468,135.558516578143,1917.3032411162,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"174",2048,"flat5","latency:20ms","latency: 20ms","weak","20ms",NA,56.6878826726,50.770434,165.804186,21.8645504457,19.331009,72.930579,66.7748397079,62.917393,198.100511,66.7763670857629,3314.8190189528,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"175",2048,"slowpoke_flat","latency:20ms","latency: 20ms","weak","20ms",NA,101.900238311,82.187009,419.73038,35.3724214688,26.332471,198.598242,121.649398424,94.611934,658.633339,121.767698985867,2088.6637312846,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"176",2048,"google","latency:20ms","latency: 20ms","weak","20ms",NA,209.671377904,180.002349,703.52133,31.4289295446,23.675426,312.308436,123.324052132,78.063041,741.004221,159.692987902732,1797.0697890903,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"177",2048,"amazon","latency:20ms","latency: 20ms","weak","20ms","Geo-
distributed",180.004950815,148.255093,743.815759,27.4443898236,20.844982,171.825195,120.665032657,73.453358,896.754594,145.164347588157,1908.5100517123,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"178",4096,"flat5","latency:20ms","latency: 20ms","weak","20ms","High load",61.0305163081,54.063967,199.048077,24.2640939237,20.463805,108.376018,77.7518905273,70.20378,262.916594,75.5297816329214,2956.58688888,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"179",4096,"slowpoke_flat","latency:20ms","latency: 20ms","weak","20ms",NA,99.2378614958,81.001167,387.241677,33.7594407168,26.8673,134.561035,128.711696539,96.805766,636.071879,124.34231550813,2153.5579781228,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"180",4096,"google","latency:20ms","latency: 20ms","weak","20ms",NA,225.953644615,181.366408,796.504836,36.7277983885,22.756775,327.895864,164.12056519,84.214863,1464.912777,192.929417612335,1648.7400400985,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"181",4096,"amazon","latency:20ms","latency: 20ms","weak","20ms",NA,184.062092386,151.492372,912.383471,37.2963771218,22.073526,363.56546,124.515818171,76.972628,1033.028452,153.176944146818,1876.8004635923,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"182",512,"google","consistency:strong","strong","strong","0ms",NA,3302.15052358,3168.352613,6566.651387,1106.15575125,902.478653,2606.415699,3527.11176097,3988.482728,6927.94101,3410.46081659612,130.58035839763,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"183",512,"amazon","consistency:strong","strong","strong","0ms",NA,2611.88488386,2528.33964,5579.519377,783.8615319,650.671603,2362.510866,2674.55381613,2971.716433,5835.270114,2644.75610992186,161.74383381068,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"184",2048,"google","consistency:strong","strong","strong","0ms",NA,4388.59757712,3802.090818,13692.43143,1012.71570974,970.983556,1974.8505,6558.3598248,6794.474233,15045.594843,5599.23884029016,163.26351013925,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"185",2048,"amazon","consistency:strong","strong","strong","0ms","Geo-
distributed",3491.88348883,3258.211184,8237.94458,851.330734292,695.679517,2284.545355,4301.69306563,4219.81471,10535.050669,3973.73164947721,180.26323442645,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"186",4096,"flat5","consistency:strong","strong","strong","0ms","High load",256.589714503,221.953142,922.427552,106.781166166,111.714722,191.191852,431.655126442,439.389335,1084.214544,385.59988303159,1329.3754754656,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"187",4096,"slowpoke_flat","consistency:strong","strong","strong","0ms",NA,819.386887274,683.325518,2937.21001,253.340749979,206.147387,975.59733,1345.61640368,1209.497488,3766.185522,1167.84772364911,499.55584363977,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"188",4096,"google","consistency:strong","strong","strong","0ms",NA,4618.58729061,4197.008423,11761.349267,983.756534841,937.901358,1919.633263,7570.12098049,5670.809408,24175.042464,6336.69778826347,163.59563509412,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"189",4096,"amazon","consistency:strong","strong","strong","0ms",NA,3847.45575352,3568.394032,11157.0141,864.315753821,706.831902,2207.445881,4652.04343851,4734.268483,10991.992337,4371.06036694984,187.7438351268,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"190",128,"flat5","tolerance:0.1","error: 10%","weak","20ms","Uniform
(5ms)",42.6673956119,33.72385,225.290052,16.618118993,9.822436,79.275795,32.6064141056,29.574275,108.266006,35.4210627962727,4223.4846421178,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"191",128,"slowpoke_flat","tolerance:0.1","error: 10%","weak","20ms",NA,189.412985482,154.197674,443.661046,13.6577522142,11.035627,100.842719,42.476675294,32.660748,248.074377,88.0776765815011,1833.7630467713,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"192",128,"google","tolerance:0.1","error: 10%","weak","20ms",NA,360.349012937,396.854696,856.753697,9.19907376724,2.609156,170.563196,31.862803674,6.630118,182.161235,131.433193757173,1224.8997387313,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"193",128,"amazon","tolerance:0.1","error: 10%","weak","20ms",NA,464.043107492,442.528932,1179.306907,12.2878722816,2.794202,262.432611,43.5924274199,7.354222,307.909637,173.347103368806,939.9329502074,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"194",512,"fast","tolerance:0.1","error: 10%","weak","20ms",NA,28.0535138459,20.050337,83.640899,23.2878621154,16.753817,222.229606,55.9704591738,55.28596,221.598803,48.3774949771243,4439.5403716379,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"195",512,"flat5","tolerance:0.1","error: 10%","weak","20ms",NA,47.1978021655,42.675815,130.133292,19.2115023746,16.777573,73.296288,57.0785637101,57.331148,160.257361,57.5149358436912,4074.6158889839,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"196",512,"slowpoke_flat","tolerance:0.1","error: 10%","weak","20ms","Slow replica",214.005865896,182.29762,578.906623,26.9981948849,22.921527,100.892926,92.0215418549,81.140866,441.22829,136.006393528994,2904.7699938707,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"197",512,"google","tolerance:0.1","error: 10%","weak","20ms",NA,414.963352415,400.700043,1026.578778,51.6869655029,32.915289,500.07733,149.876629873,116.147389,748.632263,238.54555484058,1745.5794284184,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"198",512,"amazon","tolerance:0.1","error: 10%","weak","20ms",NA,591.225901871,548.909795,1473.887777,81.4774683052,39.623534,540.005405,267.542142958,197.739806,1176.581306,376.42754265227,1323.6628940678,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"199",2048,"fast","tolerance:0.1","error: 10%","weak","20ms",NA,61.8937496778,20.380063,121.030219,16.634814024,15.642413,94.910261,50.6720279235,52.777598,140.725042,56.8305011347595,4428.4134115381,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"200",2048,"flat5","tolerance:0.1","error: 10%","weak","20ms",NA,46.5986380493,42.105423,139.941095,18.8895211098,16.978998,57.117266,59.1835792907,58.198506,158.11651,58.0423042548993,4092.391869502,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"201",2048,"slowpoke_flat","tolerance:0.1","error: 10%","weak","20ms",NA,219.078054526,191.642583,580.536036,29.7883172223,23.390275,150.532969,103.948247379,84.564582,512.69094,144.981015035725,2769.7697410862,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"202",2048,"google","tolerance:0.1","error: 10%","weak","20ms",NA,459.697824809,448.57659,1435.366749,57.8782871813,33.066173,590.285407,183.447811786,123.11039,1075.952616,282.90762974528,1710.3382646821,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"203",2048,"amazon","tolerance:0.1","error: 10%","weak","20ms","Geo-
distributed",655.477859297,579.623645,2124.615847,103.005493134,39.110182,1453.211865,346.684999534,248.617753,1852.953068,457.046965930884,1323.5680976088,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"204",4096,"fast","tolerance:0.1","error: 10%","weak","20ms","Local",85.3500346359,19.910503,163.278488,18.029858413,15.98404,94.298743,48.1852531586,50.207973,126.626081,63.8442831903633,4369.3207850151,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"205",4096,"flat5","tolerance:0.1","error: 10%","weak","20ms","High load",44.8689948871,41.26279,129.109371,17.9927061117,16.096161,60.12689,55.9475342314,57.130028,143.577462,55.8155105441318,4247.7608960326,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"206",4096,"slowpoke_flat","tolerance:0.1","error: 10%","weak","20ms",NA,213.787682575,180.735009,545.674084,29.4589490504,22.847756,100.947879,96.6020122833,77.994727,507.410752,138.319259015579,2893.33404957,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"207",4096,"google","tolerance:0.1","error: 10%","weak","20ms",NA,453.176403197,457.045461,1088.372121,50.9609556815,33.256009,372.884473,186.209613546,119.736984,1063.021248,280.194219966707,1689.4188495895,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"208",4096,"amazon","tolerance:0.1","error: 10%","weak","20ms",NA,844.782691109,677.554563,3261.841345,139.563330999,93.198458,929.523371,420.135600401,271.52453,1665.897712,568.466038044194,1247.7829130599,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"209",128,"fast","tolerance:0.05","error: 5%","weak","20ms",NA,22.5361341505,8.562153,50.242592,19.8617382863,15.229985,67.165137,33.4367337955,30.893412,91.238539,29.8582060669575,5015.7529482893,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"210",128,"flat5","tolerance:0.05","error: 5%","weak","20ms","Uniform
(5ms)",36.2708841762,31.64495,86.140301,12.2892331081,9.092943,56.104029,30.7487589253,28.014191,84.780183,32.8982845191227,4625.0565559508,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"211",128,"slowpoke_flat","tolerance:0.05","error: 5%","weak","20ms",NA,200.499256004,166.503987,486.809932,16.9704813191,11.550499,101.17031,47.3819478648,33.930766,183.621432,94.8960248181685,1654.446138002,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"212",128,"google","tolerance:0.05","error: 5%","weak","20ms",NA,368.318696154,361.023943,1038.287498,9.90277471437,2.649384,166.336434,44.1476062789,7.027461,373.597822,143.839403086585,1150.6635873767,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"213",128,"amazon","tolerance:0.05","error: 5%","weak","20ms",NA,444.969222256,420.292991,1073.195132,98.7970964504,96.962327,227.729913,96.2471054893,101.232715,349.415062,191.200294447337,809.3123182554,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"214",512,"fast","tolerance:0.05","error: 5%","weak","20ms",NA,33.5629956576,19.488474,84.266793,18.010435953,16.161634,150.695563,51.0967402431,52.532021,169.333072,48.0002439505912,4372.501577355,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"215",512,"flat5","tolerance:0.05","error: 5%","weak","20ms",NA,46.8234901124,42.483709,120.442056,20.5062661945,17.410961,109.129843,58.8374233715,58.978434,187.921946,57.8580136813268,4203.4952658702,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"216",512,"slowpoke_flat","tolerance:0.05","error: 5%","weak","20ms","Slow replica",223.663431758,198.504272,533.680824,29.7183965043,23.470152,202.687656,93.7032605136,86.412586,503.179649,138.324805001803,2843.9625465635,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"217",512,"google","tolerance:0.05","error: 5%","weak","20ms",NA,428.2636193,445.492224,1031.357099,45.7505326316,32.157973,327.862362,153.851630854,118.734175,748.14614,247.470709466458,1737.7842797772,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"218",512,"amazon","tolerance:0.05","error: 5%","weak","20ms",NA,586.577294913,534.437197,1456.186216,71.8124299412,41.731851,387.734,267.882386287,210.478018,1055.048925,373.504965361108,1335.9595349334,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"219",2048,"fast","tolerance:0.05","error: 5%","weak","20ms",NA,21.5701231963,20.135543,95.760564,18.0771753426,16.429369,113.495435,51.6285325637,53.531055,152.897023,43.9152215257287,4416.7194434742,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"220",2048,"flat5","tolerance:0.05","error: 5%","weak","20ms",NA,57.946428439,41.275048,165.3661,21.0773401377,16.860044,133.097075,56.8454147293,55.690497,195.30654,60.8099724780849,4254.2503029079,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"221",2048,"slowpoke_flat","tolerance:0.05","error: 5%","weak","20ms",NA,215.547740965,183.624662,535.520302,27.2631235413,22.317922,111.274911,97.3901207024,78.473821,453.74857,139.445069681705,2904.1286743523,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"222",2048,"google","tolerance:0.05","error: 5%","weak","20ms",NA,436.755823857,440.621149,1185.566795,50.9507332275,33.651326,420.521644,173.680861129,129.373121,839.221502,263.265559626566,1725.3522746242,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"223",2048,"amazon","tolerance:0.05","error: 5%","weak","20ms","Geo-
distributed",705.22618878,645.688477,1845.209441,151.093038194,109.98947,894.588343,431.782546894,334.011647,1593.801429,520.462298098849,1293.1671921948,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"224",4096,"fast","tolerance:0.05","error: 5%","weak","20ms","Local",32.7005240467,19.551361,103.615138,17.6463745775,15.662754,120.116184,50.8257289073,51.612983,151.899343,47.9801088064071,4320.7698601488,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"225",4096,"flat5","tolerance:0.05","error: 5%","weak","20ms","High load",45.2371187324,41.274556,132.78638,20.3018547591,16.923633,96.167886,55.4940921809,56.447387,157.007196,56.1292457104855,4207.7286063922,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"226",4096,"slowpoke_flat","tolerance:0.05","error: 5%","weak","20ms",NA,237.765807731,196.42266,650.222057,30.4617859084,23.135685,202.803789,100.908642134,80.306267,522.976587,148.817994510589,2897.2568785739,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"227",4096,"google","tolerance:0.05","error: 5%","weak","20ms",NA,446.939402862,435.039711,1263.947549,52.610260286,34.405978,445.307146,182.500365507,137.758167,806.951106,275.087210793896,1674.7797616825,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"228",4096,"amazon","tolerance:0.05","error: 5%","weak","20ms",NA,650.971613718,576.872936,1837.047597,73.307206844,37.858542,566.982216,312.054480276,204.825804,1506.364744,426.444272181722,1376.960036343,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"229",128,"fast","tolerance:0.01","error: 1%","weak","20ms",NA,51.5791478077,8.750465,60.620482,16.8414223948,13.212099,66.922802,30.8591495209,30.869216,88.981112,37.6309615289269,5032.4123002218,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"230",128,"flat5","tolerance:0.01","error: 1%","weak","20ms","Uniform
(5ms)",35.688584709,31.215484,89.0336,14.4013706017,10.026812,77.785248,31.6351364308,27.526607,104.229327,33.0135485977341,4572.6501918792,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"231",128,"slowpoke_flat","tolerance:0.01","error: 1%","weak","20ms",NA,186.062588374,153.882581,396.209985,13.4791794315,11.07799,100.874842,38.707303813,32.81479,131.950972,85.2574276146354,1830.5373491585,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"232",128,"google","tolerance:0.01","error: 1%","weak","20ms",NA,355.200403788,335.078946,836.277055,10.0363308857,2.593481,170.433389,34.562458709,6.626787,180.410735,130.761800692227,1236.8797844194,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"233",128,"amazon","tolerance:0.01","error: 1%","weak","20ms",NA,463.357325628,431.013183,1214.345528,10.9690745718,2.703195,248.490698,42.848608965,7.155754,321.790395,174.053301872624,928.2706488664,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"234",512,"flat5","tolerance:0.01","error: 1%","weak","20ms",NA,61.6628393366,41.834173,167.78865,18.8089983683,16.747201,72.244927,57.3565603556,56.817573,149.075721,62.1622999173746,4126.3132239065,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"235",512,"slowpoke_flat","tolerance:0.01","error: 1%","weak","20ms","Slow replica",211.522444242,180.366003,542.234146,28.713455052,22.783091,162.710053,85.644760057,78.184966,413.045972,130.407470373647,2950.3285197505,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"236",512,"google","tolerance:0.01","error: 1%","weak","20ms",NA,426.071575708,440.463587,1097.414182,47.9862380014,32.896669,327.305172,149.439299684,115.273205,832.227179,241.405684183827,1754.3559886114,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"237",512,"amazon","tolerance:0.01","error: 1%","weak","20ms",NA,582.70055884,548.012857,1456.592656,77.0268794256,42.07688,448.412137,269.769407529,216.637501,994.163566,376.22511885792,1306.9515000131,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"238",2048,"fast","tolerance:0.01","error: 1%","weak","20ms",NA,30.9180245692,21.530325,92.885036,19.5462227947,16.674191,151.089735,48.2091322433,52.540681,120.728854,46.1771885998225,4415.4595515332,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"239",2048,"flat5","tolerance:0.01","error: 1%","weak","20ms",NA,59.1077665614,42.25602,157.938485,18.8445397779,16.44224,83.401,56.9394469512,56.533106,172.876342,61.5322479147306,4096.0209459076,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"240",2048,"slowpoke_flat","tolerance:0.01","error: 1%","weak","20ms",NA,218.030072537,186.456065,562.339786,29.9595306279,23.471227,140.029194,102.623184786,81.066111,508.770253,143.357491884446,2869.041156213,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"241",2048,"google","tolerance:0.01","error: 1%","weak","20ms",NA,450.606484114,451.858255,1274.510612,49.8217198335,34.15265,343.281634,188.185868515,128.854385,899.030917,278.086296763607,1717.7829860311,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"242",2048,"amazon","tolerance:0.01","error: 1%","weak","20ms","Geo-
distributed",748.797523762,659.115634,2075.419555,142.182147043,111.695512,539.292901,407.516645463,369.007335,1479.8057,528.697293904589,1203.4199933074,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"243",4096,"fast","tolerance:0.01","error: 1%","weak","20ms","Local",21.1896640289,19.433145,108.416766,18.5495149109,15.620134,127.834048,51.7043601454,51.24933,250.210576,43.9548497828905,4473.9576863524,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"244",4096,"flat5","tolerance:0.01","error: 1%","weak","20ms","High load",56.5865914657,40.610789,132.187811,19.9595470477,16.523298,95.625902,57.6291250602,54.950166,160.468374,60.1685689025138,4192.5853851386,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"245",4096,"slowpoke_flat","tolerance:0.01","error: 1%","weak","20ms",NA,219.60672372,191.841925,561.169445,29.6787383568,22.289407,158.213847,92.5420496503,79.914687,417.935317,138.596120165182,2900.2839772235,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"246",4096,"google","tolerance:0.01","error: 1%","weak","20ms",NA,455.268064608,451.310187,1329.227967,50.0387998658,33.152528,432.753459,176.706387406,121.062682,939.852067,271.332668153405,1710.4919543296,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"247",4096,"amazon","tolerance:0.01","error: 1%","weak","20ms",NA,736.113273968,639.123754,2032.276368,150.704027396,106.018145,660.883585,460.52782991,354.672578,2394.52853,549.638575250108,1302.8142185509,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"248",128,"fast","latency:20ms","latency: 20ms","weak","20ms",NA,26.17208688,24.446166,86.283477,13.6858764115,14.585321,38.905081,40.0078646881,40.580911,99.029681,37.7475311983594,3845.417673172,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"249",128,"flat5","latency:20ms","latency: 20ms","weak","20ms","Uniform
(5ms)",37.3041179206,30.1521,115.199083,20.0728448177,19.479529,41.25501,39.7317868308,36.10874,128.041217,38.7099957864486,3982.56328064,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"250",128,"slowpoke_flat","latency:20ms","latency: 20ms","weak","20ms",NA,75.9937611227,66.902031,341.710982,24.6270045568,20.052601,106.170122,59.0054543549,50.330586,300.22275,65.2933907045747,2341.5172620554,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"251",128,"google","latency:20ms","latency: 20ms","weak","20ms",NA,150.47357625,138.599126,479.250891,11.046252977,6.931939,39.528497,26.599908329,20.674794,89.851166,67.4050361870698,2463.112135684,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"252",128,"amazon","latency:20ms","latency: 20ms","weak","20ms",NA,131.849878373,112.487052,671.436405,14.6617125042,7.751552,116.883145,35.1767339968,22.632876,373.11986,67.1912993543846,2538.7384924294,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"253",512,"flat5","latency:20ms","latency: 20ms","weak","20ms",NA,57.8962813737,50.703269,177.152589,21.9178913189,19.552542,65.99119,67.4306602879,61.66334,209.260635,67.6675385421133,3207.4022557286,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"254",512,"slowpoke_flat","latency:20ms","latency: 20ms","weak","20ms","Slow replica",94.3435599724,79.15088,409.561553,31.5809246544,25.324393,153.89784,104.053398087,84.577209,517.566932,106.605634638063,2350.6901339867,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"255",512,"google","latency:20ms","latency: 20ms","weak","20ms",NA,209.346267222,180.212746,674.263724,31.3592161722,22.399555,322.590534,113.220364065,81.235005,780.702715,152.796370422718,1823.9865469402,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
"256",512,"amazon","latency:20ms","latency: 20ms","weak","20ms",NA,189.576004837,144.867237,958.980811,33.6333511553,20.447577,387.262091,112.209554538,69.286971,990.540096,145.277010316825,1822.0854413896,"{owl_cass_1: rhinoceros, owl_cass_2: platypus, owl_cass_3: sloth, owl_owl_1: ibex}"
