"","load","honeycomb_mode","ipa_bound","bound","mix","mix_incr","mix_read","ipa_consistency","lease","condition","read_lat_mean","read_lat_median","read_lat_p95","read_lat_p99","read_rate","incr_lat_mean","incr_lat_median","incr_rate","overall_latency_mean","read_strong_fraction","interval_mean","interval_percent_mean","interval_percent_p99","interval_percent_max"
"1",2048,"fast","consistency:weakwrite","weak","custom","1.0","0.0","strong","0ms",NA,0.856440659398,0.379706,2.562154,7.777937,161.415568887,1.01774409172,0.280676,60967.2134116,1.01774409172,NA,0,0.265478662253,3.62,7.43
"2",2048,"flat5","consistency:weakwrite","weak","custom","1.0","0.0","strong","0ms",NA,6.93441771169,5.65824,14.63051,21.476726,161.473047376,6.99266726859,6.108042,61126.023281,6.99266726859,NA,0,0.651309966094,6.57,17.19
"3",2048,"slowpoke_flat","consistency:weakwrite","weak","custom","1.0","0.0","strong","0ms",NA,17.2665797127,13.023865,37.641595,53.420779,121.934954606,15.2467509391,14.082264,46339.065986,15.2467509391,NA,0,0.155443409404,3.54,13.98
"4",2048,"amazon","consistency:weakwrite","weak","custom","1.0","0.0","strong","0ms","Geo-
distributed",14.7112677037,2.465546,101.906711,149.552036,118.397242639,5.21979622347,3.020201,44506.0409706,5.21979622347,NA,0,0.244712251824,0.75,100
"5",2048,"google","consistency:weakwrite","weak","custom","1.0","0.0","strong","0ms",NA,14.0871442071,4.140789,18.186898,202.034525,119.518748951,11.8571815443,6.317474,45180.0083317,11.8571815443,NA,0,0.781162627037,0.56,496.07
"6",2048,"fast","tolerance:0.1","error: 10%","custom","1.0","0.0","strong","0ms",NA,7.03518920954,4.622714,20.355116,29.976896,79.2153869505,11.0370680917,8.179115,29970.7652627,11.0370680917,NA,145.30588075,9.71301395115,10,10
"7",2048,"flat5","tolerance:0.1","error: 10%","custom","1.0","0.0","strong","0ms",NA,11.0473718569,9.059059,23.498106,36.280734,87.484091019,15.4039442465,11.983151,32777.9317526,15.4039442465,NA,142.955846234,9.7495112096,10,10
"8",2048,"slowpoke_flat","tolerance:0.1","error: 10%","custom","1.0","0.0","strong","0ms",NA,13.9430087004,10.914029,25.523892,101.165706,17.1436500414,54.4065167643,37.225065,6393.23940987,54.4065167643,NA,145.580486466,9.76653169835,10,10
"9",2048,"google","tolerance:0.1","error: 10%","custom","1.0","0.0","strong","0ms",NA,9.27302014453,2.256767,40.465587,170.568522,9.04893686052,63.9982228631,23.755376,3421.35702535,63.9982228631,NA,146.874812038,9.76316423075,10,10
"10",2048,"amazon","tolerance:0.1","error: 10%","custom","1.0","0.0","strong","0ms","Geo-
distributed",9.20735979152,2.291998,36.493175,199.213226,7.92087624452,63.2689700796,27.79982,3096.75368068,63.2689700796,NA,152.004153969,9.7826150434,10,10
"11",2048,"fast","tolerance:0.01","error: 1%","custom","1.0","0.0","strong","0ms",NA,9.49354630629,6.513059,27.627825,37.20039,82.5605182421,17.4207012457,16.128226,31261.4260087,17.4207012457,NA,12.2427187706,0.76002892657,0.995,1
"12",2048,"flat5","tolerance:0.01","error: 1%","custom","1.0","0.0","strong","0ms",NA,10.409843866,7.895314,24.832133,37.233845,64.0857600056,24.5951695869,18.207705,24379.6064608,24.5951695869,NA,12.315675361,0.762656486895,0.995,1
"13",2048,"slowpoke_flat","tolerance:0.01","error: 1%","custom","1.0","0.0","strong","0ms",NA,14.6414318247,11.110618,28.396573,101.278375,12.3072644358,104.896711344,40.986971,4753.71319722,104.896711344,NA,12.4906913582,0.771811543695,0.995,1
"14",2048,"google","tolerance:0.01","error: 1%","custom","1.0","0.0","strong","0ms",NA,9.31545373948,2.3112,23.396442,170.719249,5.69937758686,167.855519153,17.302101,2174.26919446,167.855519153,NA,12.0710994598,0.75029173522,0.995,0.995
"15",2048,"amazon","tolerance:0.01","error: 1%","custom","1.0","0.0","strong","0ms","Geo-
distributed",5.92327230999,2.44677,17.135062,88.70799,5.40135860589,177.536585065,22.021745,2044.2003196,177.536585065,NA,11.9129578761,0.75482022185,0.995,1
"16",2048,"fast","consistency:strong","strong","custom","1.0","0.0","strong","0ms",NA,2.76075085598,2.138217,6.550075,11.675437,177.110186443,3.31983171728,2.411055,66576.7296382,3.31983171728,NA,0,0,0,0
"17",2048,"flat5","consistency:strong","strong","custom","1.0","0.0","strong","0ms",NA,38.3253985409,31.483388,73.873856,89.237862,58.844760061,50.6475547636,49.981184,22316.4873143,50.6475547636,NA,0,0,0,0
"18",2048,"slowpoke_flat","consistency:strong","strong","custom","1.0","0.0","strong","0ms",NA,144.567824818,112.585455,310.600593,459.502284,13.9206683194,181.737454274,179.327661,5222.70847576,181.737454274,NA,0,0,0,0
"19",2048,"google","consistency:strong","strong","custom","1.0","0.0","strong","0ms",NA,553.982665015,455.131995,1204.78584,1438.508195,3.74990591824,706.53443954,668.463742,1428.62801963,706.53443954,NA,0,0,0,0
"20",2048,"amazon","consistency:strong","strong","custom","1.0","0.0","strong","0ms","Geo-
distributed",397.941886404,271.15274,873.448349,1387.278077,4.28007604858,605.099486741,583.868751,1612.37280152,605.099486741,NA,0,0,0,0
"21",2048,"fast","consistency:weakwrite","weak","custom","0.5","0.5","strong","0ms",NA,5.2030829531,3.111832,16.538909,23.557044,61007.7317931,4.5775039977,2.271517,38721.6419839,4.8902934754,NA,0,0.0183296308116,0.47,3.17
"22",2048,"flat5","consistency:weakwrite","weak","custom","0.5","0.5","strong","0ms",NA,11.8802577804,11.816085,19.562335,24.884547,54985.3294202,12.5358683326,12.362479,29202.0125805,12.2080630565,NA,0,0.0438476963531,1.24,5.55
"23",2048,"slowpoke_flat","consistency:weakwrite","weak","custom","0.5","0.5","strong","0ms",NA,19.5989088884,16.791439,25.964223,159.168368,39423.8944769,19.7846122548,17.501811,20082.2683743,19.6917605716,NA,0,0.0366898615004,1.16,4.22
"24",2048,"google","consistency:weakwrite","weak","custom","0.5","0.5","strong","0ms",NA,11.868449786,10.304871,14.555949,18.657766,54143.6863605,12.2014451644,10.857474,26738.1623769,12.0349474752,NA,0,0.00629081946455,0.16,1.46
"25",2048,"amazon","consistency:weakwrite","weak","custom","0.5","0.5","strong","0ms","Geo-
distributed",15.2253164646,10.296497,18.420042,106.646536,41992.6899861,16.7752705354,10.839662,24849.826858,16.0002935,NA,0,0.0848746574501,2.15,12.56
"26",2048,"fast","tolerance:0.1","error: 10%","custom","0.5","0.5","strong","0ms",NA,60.0498019557,49.892305,161.305409,249.090842,21688.4744544,24.5528380974,24.772557,12222.3732611,42.30132002655,NA,150.213974477,9.52245024675,10,10
"27",2048,"flat5","tolerance:0.1","error: 10%","custom","0.5","0.5","strong","0ms",NA,45.2189821543,40.939459,87.878594,118.865151,28762.7028726,23.5028954921,21.959704,14079.4224851,34.3609388232,NA,145.872696367,9.52901218015,10,10
"28",2048,"slowpoke_flat","tolerance:0.1","error: 10%","custom","0.5","0.5","strong","0ms",NA,55.2170269091,40.661847,103.319326,401.420844,28642.6398774,35.4689955501,14.838497,3483.76178762,45.3430112296,NA,147.339609676,9.43139450325,10,10
"29",2048,"google","tolerance:0.1","error: 10%","custom","0.5","0.5","strong","0ms",NA,48.9858839186,33.218432,103.859587,478.071184,28495.7553772,38.8408186915,2.381315,1807.88267991,43.91335130505,NA,144.323225012,9.4571245306,10,10
"30",2048,"amazon","tolerance:0.1","error: 10%","custom","0.5","0.5","strong","0ms","Geo-
distributed",64.0025118659,28.36309,212.533061,846.116801,28278.9537964,40.0945762753,2.204141,1579.39523786,52.0485440706,NA,147.155685217,9.4884406878,10,10
"31",2048,"fast","tolerance:0.01","error: 1%","custom","0.5","0.5","strong","0ms",NA,70.8450518127,57.941616,183.257201,270.468193,19236.6933963,20.9802000497,17.63816,10829.4098159,45.9126259312,NA,12.1462574793,0.75865856879,0.995,1
"32",2048,"flat5","tolerance:0.01","error: 1%","custom","0.5","0.5","strong","0ms",NA,56.5939685155,45.961456,124.524479,154.83504,25104.523631,22.5990179907,11.09681,12613.1117049,39.5964932531,NA,11.9505052253,0.757932252765,0.995,1
"33",2048,"slowpoke_flat","tolerance:0.01","error: 1%","custom","0.5","0.5","strong","0ms",NA,80.3759419066,22.890622,304.322454,544.174215,20171.4212504,89.2223416551,12.207478,3354.26697509,84.79914178085,NA,11.8469978512,0.744959735565,0.995,1
"34",2048,"google","tolerance:0.01","error: 1%","custom","0.5","0.5","strong","0ms",NA,88.5246318623,10.844762,413.084841,1049.18141,19081.8461274,136.689428141,2.152499,1661.59493823,112.60703000165,NA,12.486931291,0.756353970525,0.995,1
"35",2048,"amazon","tolerance:0.01","error: 1%","custom","0.5","0.5","strong","0ms","Geo-
distributed",91.3498496082,13.261265,488.930326,945.732961,16457.1505115,209.784559459,2.229055,1416.72979545,150.5672045336,NA,12.3348000949,0.76868420926,0.995,1
"36",2048,"flat5","consistency:strong","strong","custom","0.5","0.5","strong","0ms",NA,115.972942584,111.904276,175.342684,216.336748,10504.5881598,110.032696038,105.66504,5212.39261605,113.002819311,NA,0,0,0,0
"37",2048,"slowpoke_flat","consistency:strong","strong","custom","0.5","0.5","strong","0ms",NA,298.446883896,274.865628,585.663428,1247.633424,2473.24690519,289.589701553,282.032558,1497.76486317,294.0182927245,NA,0,0,0,0
"38",2048,"google","consistency:strong","strong","custom","0.5","0.5","strong","0ms",NA,1129.95777229,1064.547751,2059.309536,2246.878926,838.765140861,1123.88672401,1089.013063,445.709549791,1126.92224815,NA,0,0,0,0
"39",2048,"amazon","consistency:strong","strong","custom","0.5","0.5","strong","0ms","Geo-
distributed",973.34413267,881.578446,2145.161273,2510.02293,963.281295782,936.022240768,881.845907,522.979659,954.683186719,NA,0,0,0,0
"40",2048,"fast","consistency:weakwrite","weak","custom","0.1","0.9","strong","0ms",NA,11.4944794871,11.934909,23.5324,30.059796,51446.228569,12.2169746003,12.203336,5177.1378216,11.56672899842,NA,0,0,0,0
"41",2048,"flat5","consistency:weakwrite","weak","custom","0.1","0.9","strong","0ms",NA,13.9871691772,13.697422,23.41225,30.4064,85984.1767887,14.5959163432,14.314635,8507.42774594,14.0480438938,NA,0,0.00313482768281,0.09,0.77
"42",2048,"slowpoke_flat","consistency:weakwrite","weak","custom","0.1","0.9","strong","0ms",NA,17.1650117608,17.316958,22.428873,31.197758,62526.3669056,18.0488192093,17.973398,6221.87404437,17.25339250565,NA,0,0.0268085657648,0.72,1.95
"43",2048,"google","consistency:weakwrite","weak","custom","0.1","0.9","strong","0ms",NA,10.4597701903,9.760618,13.077465,20.722688,82724.223686,12.2623548219,10.119301,8161.59479706,10.64002865346,NA,0,0.00568244979701,0.24,0.76
"44",2048,"amazon","consistency:weakwrite","weak","custom","0.1","0.9","strong","0ms","Geo-
distributed",10.5932003591,9.331877,12.29394,21.729914,84694.4325154,11.2815290597,9.691763,8325.89209963,10.66203322916,NA,0,0,0,0
"45",2048,"fast","tolerance:0.1","error: 10%","custom","0.1","0.9","strong","0ms",NA,61.9794089241,51.828376,148.228315,287.369215,25548.0722159,14.7876579407,9.38228,2575.7635581,57.26023382576,NA,145.648633451,9.6979810004,10,10
"46",2048,"flat5","tolerance:0.1","error: 10%","custom","0.1","0.9","strong","0ms",NA,49.0961335481,45.107625,100.781583,125.851136,34274.239223,17.3671994555,14.106337,3431.5409602,45.92324013884,NA,150.831282414,9.7283309449,10,10
"47",2048,"slowpoke_flat","tolerance:0.1","error: 10%","custom","0.1","0.9","strong","0ms",NA,53.8127375521,35.847502,98.678081,553.625338,32235.6469428,40.8076073621,17.266118,2089.85602085,52.5122245331,NA,146.793498673,9.6585355637,10,10
"48",2048,"google","tolerance:0.1","error: 10%","custom","0.1","0.9","strong","0ms",NA,52.9033691947,19.219893,89.596199,1090.342533,31874.7489409,62.5675792999,2.327666,1302.46453627,53.86979020522,NA,147.392711925,9.6857693963,10,10
"49",2048,"amazon","tolerance:0.1","error: 10%","custom","0.1","0.9","strong","0ms","Geo-
distributed",58.9390493564,19.809738,84.203805,1558.65894,30147.6276259,69.4242172622,2.327038,1251.13401474,59.98756614698,NA,145.518712186,9.73900933975,10,10
"50",2048,"fast","tolerance:0.01","error: 1%","custom","0.1","0.9","strong","0ms",NA,70.5461086251,58.470202,179.296371,298.920216,23162.489693,5.59060404132,1.165986,2348.84712843,64.050558166722,NA,11.5871322283,0.734693210495,0.995,1
"51",2048,"flat5","tolerance:0.01","error: 1%","custom","0.1","0.9","strong","0ms",NA,67.1208974021,22.65835,299.796216,431.007149,25598.1792359,33.6650404507,7.687789,2548.09922414,63.77531170696,NA,11.6165746292,0.74251202526,0.995,0.995
"52",2048,"slowpoke_flat","tolerance:0.01","error: 1%","custom","0.1","0.9","strong","0ms",NA,136.305901392,16.065369,660.116797,1929.78481,13341.3528557,145.758569863,13.212958,1205.20677116,137.2511682391,NA,11.8121058691,0.74461839326,0.995,1
"53",2048,"google","tolerance:0.01","error: 1%","custom","0.1","0.9","strong","0ms",NA,93.8204107294,3.824661,581.826128,1343.024383,13528.8849659,131.49696945,2.045012,957.99057895,97.58806660146,NA,12.1899630354,0.73701512878,0.995,0.995
"54",2048,"amazon","tolerance:0.01","error: 1%","custom","0.1","0.9","strong","0ms","Geo-
distributed",182.178843884,2.693354,1060.56624,2344.317876,8656.07154585,209.787629885,2.071174,700.737981773,184.9397224841,NA,11.1673651057,0.73938083784,0.995,1
"55",2048,"flat5","consistency:strong","strong","custom","0.1","0.9","strong","0ms",NA,131.578695731,132.284026,224.249748,274.878936,9932.34108613,127.203470229,128.450197,995.641480841,131.1411731808,NA,0,0,0,0
"56",2048,"fast","consistency:strong","strong","custom","0.5","0.5","strong","0ms",NA,12.2808006307,10.705632,28.194659,37.605834,49157.1451066,11.3628882135,9.797078,29791.7831963,11.8218444221,NA,0,0,0,0
"57",2048,"fast","consistency:strong","strong","custom","0.1","0.9","strong","0ms",NA,16.0033344501,15.199827,31.616838,41.847783,76155.3543651,14.4228797301,13.747031,7593.89746725,15.8452889781,NA,0,0,0,0
"58",2048,"slowpoke_flat","consistency:strong","strong","custom","0.1","0.9","strong","0ms",NA,331.872889245,300.867172,607.789203,1400.443416,3352.81089167,321.045280445,299.686386,335.885568194,330.790128365,NA,0,0,0,0
"59",2048,"google","consistency:strong","strong","custom","0.1","0.9","strong","0ms",NA,1316.1808147,1252.09595,2406.396798,2578.905038,955.532639722,1270.70462017,1209.852372,97.4534455353,1311.633195247,NA,0,0,0,0
"60",2048,"amazon","consistency:strong","strong","custom","0.1","0.9","strong","0ms","Geo-
distributed",1099.30285665,938.500899,2826.998454,3307.725003,1090.74903253,1079.92738652,892.641712,112.567210529,1097.365309637,NA,0,0,0,0
"61",2048,"fast","consistency:weakwrite","weak","custom","0.01","0.99","strong","0ms",NA,11.7150509176,12.171995,22.444068,29.447774,90014.7573398,12.4028666045,12.780165,891.502761656,11.721929074469,NA,0,0,0,0
"62",2048,"flat5","consistency:weakwrite","weak","custom","0.01","0.99","strong","0ms",NA,15.8756091372,15.319948,26.58184,33.088547,106211.964023,17.1484378116,16.52122,1049.55520405,15.888337423944,NA,0,0.00991890869967,0.29,0.3
"63",2048,"slowpoke_flat","consistency:weakwrite","weak","custom","0.01","0.99","strong","0ms",NA,16.8486259423,17.401558,23.358906,27.349755,72160.7165727,17.9636690193,18.055032,720.397301728,16.85977637307,NA,0,0.0677460594395,0.77,0.77
"64",2048,"google","consistency:weakwrite","weak","custom","0.01","0.99","strong","0ms",NA,11.1556009523,9.789923,12.270191,21.006631,90689.280949,12.0580311634,10.2138,904.148374766,11.164625254411,NA,0,0.0085684034062,0.25,0.38
"65",2048,"amazon","consistency:weakwrite","weak","custom","0.01","0.99","strong","0ms","Geo-
distributed",12.530839801,9.369674,13.133193,145.796504,91495.2921736,10.7966939715,9.8768,915.245804449,12.513498342705,NA,0,0.00154164909597,0,0.19
"66",2048,"fast","tolerance:0.1","error: 10%","custom","0.01","0.99","strong","0ms",NA,59.5131600864,51.02588,147.263177,264.559414,27237.4611749,13.7428830729,5.530102,273.354357588,59.055457316265,NA,144.584824204,9.11120323875,9.98,9.98
"67",2048,"flat5","tolerance:0.1","error: 10%","custom","0.01","0.99","strong","0ms",NA,45.9111363559,43.011987,81.904119,124.606662,38878.2355836,23.1337970785,19.802827,388.940081885,45.683362963126,NA,133.793180021,9.37188007435,10,10
"68",2048,"slowpoke_flat","tolerance:0.1","error: 10%","custom","0.01","0.99","strong","0ms",NA,84.6978151031,40.0566,213.107444,729.300398,18782.0476377,71.4097711603,16.932557,185.533572941,84.564934663672,NA,128.431504354,9.00841755985,10,10
"69",2048,"google","tolerance:0.1","error: 10%","custom","0.01","0.99","strong","0ms",NA,249.353764276,181.110599,739.569069,1690.775443,7327.52466976,282.265666138,179.800647,75.4567063636,249.68288329462,NA,85.1849443193,7.3080138726,9.79,9.79
"70",2048,"amazon","tolerance:0.1","error: 10%","custom","0.01","0.99","strong","0ms","Geo-
distributed",198.086729621,110.839247,1091.323035,1652.87835,9339.38115049,238.67998054,107.38565,90.9919502417,198.49266213019,NA,123.681341376,7.21481231165,9.98,9.98
"71",2048,"fast","tolerance:0.01","error: 1%","custom","0.01","0.99","strong","0ms",NA,57.1631244012,49.597125,126.29184,271.527631,26289.6066631,17.3236370778,7.114899,262.525305314,56.764729527966,NA,10.8336475243,0.698057392465,0.97,0.97
"72",2048,"flat5","tolerance:0.01","error: 1%","custom","0.01","0.99","strong","0ms",NA,59.0018890371,16.193701,316.298528,681.454236,32752.2318048,40.5629698337,7.726415,328.78958597,58.817499845066,NA,10.4800782916,0.68025751704,1,1
"73",2048,"slowpoke_flat","tolerance:0.01","error: 1%","custom","0.01","0.99","strong","0ms",NA,211.174202685,25.557985,1356.000277,2952.307016,8997.91927669,227.100187806,17.73604,87.1409301977,211.33346253621,NA,7.33481260485,0.4880704153335,0.85,0.85
"74",2048,"google","tolerance:0.01","error: 1%","custom","0.01","0.99","strong","0ms",NA,108.642017146,12.883876,506.772355,1582.485913,12389.6605305,87.9197432996,2.925642,120.759043304,108.434794407536,NA,11.4489958542,0.64052444098,0.985,0.985
"75",2048,"amazon","tolerance:0.01","error: 1%","custom","0.01","0.99","strong","0ms","Geo-
distributed",528.072274011,2.890993,3919.922654,5434.118589,3829.34390296,569.726963949,2.407857,38.7519606476,528.48882091038,NA,3.42104522074,0.407976064001,0.5,0.5
"76",2048,"fast","consistency:strong","strong","custom","0.01","0.99","strong","0ms",NA,14.2251828564,13.67057,28.90858,35.526416,80131.5692957,13.7591373706,13.329929,798.608541743,14.220522401542,NA,0,0,0,0
"77",2048,"flat5","consistency:strong","strong","custom","0.01","0.99","strong","0ms",NA,112.369888223,112.052804,185.454649,237.082806,13217.1459086,108.551121203,105.723709,133.759065088,112.3317005528,NA,0,0,0,0
"78",2048,"slowpoke_flat","consistency:strong","strong","custom","0.01","0.99","strong","0ms",NA,272.741955041,261.032583,465.441508,1241.080891,4420.19513327,264.409562126,248.606834,44.2268685972,272.65863111185,NA,0,0,0,0
"79",2048,"google","consistency:strong","strong","custom","0.01","0.99","strong","0ms",NA,1099.71407406,1095.135944,2045.801943,2298.676394,1287.67198618,1090.16088711,1062.407713,13.0109741576,1099.6185421905,NA,0,0,0,0
"80",2048,"amazon","consistency:strong","strong","custom","0.01","0.99","strong","0ms","Geo-
distributed",928.95410486,820.083711,2545.164756,2874.799209,1518.77102541,887.258517398,821.301112,15.9591692035,928.53714898538,NA,0,0,0,0
"81",2048,"fast","consistency:weakwrite","weak","custom","1.0","0.0","strong","0ms",NA,0.888808103882,0.369805,2.817693,7.762416,133.875571407,0.898123138147,0.297664,50451.7930842,0.898123138147,NA,0,0.208123261084,2.33,5.18
"82",2048,"flat5","consistency:weakwrite","weak","custom","1.0","0.0","strong","0ms",NA,7.50193397012,5.562512,20.5404,26.911026,104.110050287,7.17719754754,6.846568,39341.1290742,7.17719754754,NA,0,0.874567874745,9.17,18.6
"83",2048,"slowpoke_flat","consistency:weakwrite","weak","custom","1.0","0.0","strong","0ms",NA,15.0002087113,12.143819,37.142461,46.63598,103.281221716,15.3937020904,13.859484,38932.69497,15.3937020904,NA,0,0.193359635195,4.15,10.52
"84",2048,"google","consistency:weakwrite","weak","custom","1.0","0.0","strong","0ms",NA,4.95315279004,2.96234,9.640627,16.985906,153.394483289,6.22141325652,4.328386,57859.8384303,6.22141325652,NA,0,0.146227360118,0,100
"85",2048,"amazon","consistency:weakwrite","weak","custom","1.0","0.0","strong","0ms","Geo-
distributed",5.73737214585,2.170171,7.942387,124.66023,130.823486419,4.79024784263,2.516377,49303.1313949,4.79024784263,NA,0,0.340458066839,0,224.71
"86",2048,"fast","tolerance:0.1","error: 10%","custom","1.0","0.0","strong","0ms",NA,4.78657033263,3.198033,13.509374,22.967625,88.777763527,7.70390066522,5.321254,33646.8949602,7.70390066522,NA,149.716200551,9.65791988335,10,10
"87",2048,"flat5","tolerance:0.1","error: 10%","custom","1.0","0.0","strong","0ms",NA,8.31279218337,7.290987,14.171197,22.423074,77.6380923187,10.9834133213,9.027991,29033.4552803,10.9834133213,NA,146.705715395,9.761343144,10,10
"88",2048,"slowpoke_flat","tolerance:0.1","error: 10%","custom","1.0","0.0","strong","0ms",NA,20.2405526457,11.07833,54.745695,101.247833,18.6569927325,47.3210159475,35.367792,7026.98498633,47.3210159475,NA,146.326219776,9.75992298755,10,10
"89",2048,"google","tolerance:0.1","error: 10%","custom","1.0","0.0","strong","0ms",NA,7.2853388931,2.311798,23.456128,165.93975,9.01469795859,69.9113019996,21.713838,3383.89144265,69.9113019996,NA,147.292238387,9.76710110325,10,10
"90",2048,"amazon","tolerance:0.1","error: 10%","custom","1.0","0.0","strong","0ms","Geo-
distributed",9.98261970403,2.395375,39.406554,186.779419,6.83429701581,67.1138104821,22.895913,2600.38676044,67.1138104821,NA,148.631817465,9.7785391916,10,10
"91",2048,"fast","tolerance:0.01","error: 1%","custom","1.0","0.0","strong","0ms",NA,7.76373963962,5.030295,23.344929,33.956876,82.0584004294,11.9356054852,9.33124,30891.8959989,11.9356054852,NA,12.1114310429,0.75694280625,0.995,1
"92",2048,"flat5","tolerance:0.01","error: 1%","custom","1.0","0.0","strong","0ms",NA,9.92137030305,7.577123,23.724161,35.647033,68.0591301368,24.1710805939,15.216645,25639.936702,24.1710805939,NA,11.9139988797,0.757516174585,0.995,1
"93",2048,"slowpoke_flat","tolerance:0.01","error: 1%","custom","1.0","0.0","strong","0ms",NA,16.1436798524,11.147208,36.67092,101.469462,12.0464103666,114.594405826,35.88954,4551.66024569,114.594405826,NA,12.048539628,0.757666372615,0.995,1
"94",2048,"google","tolerance:0.01","error: 1%","custom","1.0","0.0","strong","0ms",NA,8.89910470977,2.350099,18.607538,167.139431,5.99979950666,183.49594916,24.902435,2276.12365149,183.49594916,NA,11.9857169803,0.752474461075,0.995,1
"95",2048,"amazon","tolerance:0.01","error: 1%","custom","1.0","0.0","strong","0ms","Geo-
distributed",7.23176833319,2.416648,36.799743,99.608568,4.75164718053,188.730861415,22.127925,1789.14191582,188.730861415,NA,12.0573584308,0.75023874011,0.99,0.995
"96",2048,"fast","consistency:strong","strong","custom","1.0","0.0","strong","0ms",NA,2.66492411595,1.856869,7.370339,15.395745,176.11995914,3.156998922,2.292937,66093.7297236,3.156998922,NA,0,0,0,0
"97",2048,"flat5","consistency:strong","strong","custom","1.0","0.0","strong","0ms",NA,37.3435504235,30.215266,74.523174,87.607579,58.8540775917,50.0023129366,48.690278,22144.9885073,50.0023129366,NA,0,0,0,0
"98",2048,"slowpoke_flat","consistency:strong","strong","custom","1.0","0.0","strong","0ms",NA,145.915291066,107.134886,317.261008,637.569199,13.8247085663,181.266365136,175.096735,5229.36619081,181.266365136,NA,0,0,0,0
"99",2048,"google","consistency:strong","strong","custom","1.0","0.0","strong","0ms",NA,550.597318562,476.439394,1101.685383,1240.388797,4.06281918015,700.413242606,681.093321,1562.22225285,700.413242606,NA,0,0,0,0
"100",2048,"amazon","consistency:strong","strong","custom","1.0","0.0","strong","0ms","Geo-
distributed",405.734129903,354.023584,808.74394,1096.124473,4.4022331352,597.743255491,561.549121,1671.74442647,597.743255491,NA,0,0,0,0
"101",2048,"fast","consistency:weakwrite","weak","custom","0.5","0.5","strong","0ms",NA,4.98118221826,3.060151,15.317226,20.768643,62076.7296041,4.39644822193,2.242477,35623.9051569,4.688815220095,NA,0,0.0172514257743,0.43,2.02
"102",2048,"flat5","consistency:weakwrite","weak","custom","0.5","0.5","strong","0ms",NA,12.1141758419,11.659717,21.096137,27.59307,54856.2034262,12.6211415178,12.135816,31303.2155198,12.36765867985,NA,0,0.0502578856498,1.4,3.45
"103",2048,"slowpoke_flat","consistency:weakwrite","weak","custom","0.5","0.5","strong","0ms",NA,16.6778775177,15.348135,23.397815,31.031978,47129.9875743,17.1224295882,16.15277,21751.8860161,16.90015355295,NA,0,0.0527146076931,1.43,3.14
"104",2048,"google","consistency:weakwrite","weak","custom","0.5","0.5","strong","0ms",NA,11.8839421891,10.199808,15.3775,24.4095,53681.7883076,11.3778040391,10.678448,30870.0767683,11.6308731141,NA,0,0.00565905881454,0,1.19
"105",2048,"amazon","consistency:weakwrite","weak","custom","0.5","0.5","strong","0ms","Geo-
distributed",11.3475937874,10.617744,14.526392,19.995295,53645.8855323,12.9489608234,11.154263,26490.0017449,12.1482773054,NA,0,0.148466496115,0.22,99.51
"106",2048,"flat5","tolerance:0.1","error: 10%","custom","0.5","0.5","strong","0ms",NA,37.1041905782,34.712516,69.171405,97.676203,30097.7956844,25.46978612,23.932725,15033.2213413,31.2869883491,NA,147.459222854,9.48334776665,10,10
"107",2048,"slowpoke_flat","tolerance:0.1","error: 10%","custom","0.5","0.5","strong","0ms",NA,46.1457512243,35.824291,83.455803,424.294618,32786.7264945,36.6465916284,17.281151,3755.70211731,41.39617142635,NA,148.915829315,9.55212435765,10,10
"108",2048,"google","tolerance:0.1","error: 10%","custom","0.5","0.5","strong","0ms",NA,41.0215036466,19.953845,135.192841,439.130772,32366.0765578,51.932296471,2.647826,1885.70660256,46.4769000588,NA,146.531535973,9.5183186476,10,10
"109",2048,"amazon","tolerance:0.1","error: 10%","custom","0.5","0.5","strong","0ms","Geo-
distributed",47.281005697,21.132893,92.925687,1096.209559,30092.59128,63.6264937077,2.718873,1660.28363509,55.45374970235,NA,147.170909406,9.57837050505,10,10
"110",2048,"fast","tolerance:0.01","error: 1%","custom","0.5","0.5","strong","0ms",NA,63.5218387408,51.687167,179.347555,235.053353,20790.3446201,22.1857005285,18.918778,11546.6952021,42.85376963465,NA,12.0097242925,0.74377793076,0.995,1
"111",2048,"flat5","tolerance:0.01","error: 1%","custom","0.5","0.5","strong","0ms",NA,49.0480466902,38.005351,114.884145,133.03023,26815.5948624,26.1733671804,13.051369,13521.429235,37.6107069353,NA,11.8408792251,0.744311889665,0.995,1
"112",2048,"slowpoke_flat","tolerance:0.01","error: 1%","custom","0.5","0.5","strong","0ms",NA,73.8638354362,18.472561,317.337619,567.427751,20534.019377,102.917554535,13.78567,3351.53289763,88.3906949856,NA,11.5773408037,0.735011732565,1,1
"113",2048,"google","tolerance:0.01","error: 1%","custom","0.5","0.5","strong","0ms",NA,198.858377148,124.106445,718.601574,986.891852,6812.84273581,288.455365447,123.437121,1709.69477572,243.6568712975,NA,12.0517051855,0.75920904872,0.995,1
"114",2048,"amazon","tolerance:0.01","error: 1%","custom","0.5","0.5","strong","0ms","Geo-
distributed",95.7611010173,5.625703,560.800481,1371.855331,15612.4905886,241.835180249,2.425955,1540.02755854,168.79814063315,NA,12.2253213994,0.756973371645,0.995,1
"115",2048,"fast","consistency:strong","strong","custom","0.5","0.5","strong","0ms",NA,13.3258700806,12.250862,28.342861,40.060986,44386.4798791,11.006327838,9.358826,29888.3200932,12.1660989593,NA,0,0,0,0
